SnapshotDate,WarehouseID,ProductID,SystemQty,StockValueNGN
2024-07-31,WH-PHC,PRD-0011,107,1487300
2024-07-31,WH-LAG1,PRD-0012,20,288000
2024-07-31,WH-LAG2,PRD-0012,15,216000
2024-07-31,WH-IBD,PRD-0012,13,187200
2024-07-31,WH-ABJ,PRD-0012,0,0
2024-07-31,WH-PHC,PRD-0012,11,158400
2024-07-31,WH-LAG1,PRD-0013,8,78400
2024-07-31,WH-LAG2,PRD-0013,10,98000
2024-07-31,WH-IBD,PRD-0013,0,0
2024-07-31,WH-ABJ,PRD-0013,0,0
2024-07-31,WH-PHC,PRD-0013,2,19600
2024-07-31,WH-LAG1,PRD-0014,10,112000
2024-07-31,WH-LAG2,PRD-0014,10,112000
2024-07-31,WH-IBD,PRD-0014,4,44800
2024-07-31,WH-ABJ,PRD-0014,0,0
2024-07-31,WH-PHC,PRD-0014,10,112000
2024-07-31,WH-LAG1,PRD-0015,16,110400
2024-07-31,WH-LAG2,PRD-0015,10,69000
2024-07-31,WH-IBD,PRD-0015,8,55200
2024-07-31,WH-ABJ,PRD-0015,3,20700
2024-07-31,WH-PHC,PRD-0015,10,69000
2024-07-31,WH-LAG1,PRD-0016,23,793500
2024-07-31,WH-LAG2,PRD-0016,58,2001000
2024-07-31,WH-IBD,PRD-0016,44,1518000
2024-07-31,WH-ABJ,PRD-0016,64,2208000
2024-07-31,WH-PHC,PRD-0016,62,2139000
2024-07-31,WH-LAG1,PRD-0017,26,826800
2024-07-31,WH-LAG2,PRD-0017,14,445200
2024-07-31,WH-IBD,PRD-0017,48,1526400
2024-07-31,WH-ABJ,PRD-0017,27,858600
2024-07-31,WH-PHC,PRD-0017,13,413400
2024-07-31,WH-LAG1,PRD-0018,62,2988400
2024-07-31,WH-LAG2,PRD-0018,100,4820000
2024-07-31,WH-IBD,PRD-0018,100,4820000
2024-07-31,WH-ABJ,PRD-0018,106,5109200
2024-07-31,WH-PHC,PRD-0018,51,2458200
2024-07-31,WH-LAG1,PRD-0019,54,1425600
2024-07-31,WH-LAG2,PRD-0019,25,660000
2024-07-31,WH-IBD,PRD-0019,20,528000
2024-07-31,WH-ABJ,PRD-0019,8,211200
2024-07-31,WH-PHC,PRD-0019,15,396000
2024-07-31,WH-LAG1,PRD-0020,81,1927800
2024-07-31,WH-LAG2,PRD-0020,30,714000
2024-07-31,WH-IBD,PRD-0020,16,380800
2024-07-31,WH-ABJ,PRD-0020,31,737800
2024-07-31,WH-PHC,PRD-0020,28,666400
2024-07-31,WH-LAG1,PRD-0021,86,1272800
2024-07-31,WH-LAG2,PRD-0021,10,148000
2024-07-31,WH-IBD,PRD-0021,10,148000
2024-07-31,WH-ABJ,PRD-0021,10,148000
2024-07-31,WH-PHC,PRD-0021,10,148000
2024-07-31,WH-LAG1,PRD-0022,4,38400
2024-07-31,WH-LAG2,PRD-0022,10,96000
2024-07-31,WH-IBD,PRD-0022,7,67200
2024-07-31,WH-ABJ,PRD-0022,4,38400
2024-07-31,WH-PHC,PRD-0022,2,19200
2024-07-31,WH-LAG1,PRD-0023,62,830800
2024-07-31,WH-LAG2,PRD-0023,0,0
2024-07-31,WH-IBD,PRD-0023,15,201000
2024-07-31,WH-ABJ,PRD-0023,49,656600
2024-07-31,WH-PHC,PRD-0023,19,254600
2024-07-31,WH-LAG1,PRD-0024,58,452400
2024-07-31,WH-LAG2,PRD-0024,11,85800
2024-07-31,WH-IBD,PRD-0024,5,39000
2024-07-31,WH-ABJ,PRD-0024,16,124800
2024-07-31,WH-PHC,PRD-0024,31,241800
2024-07-31,WH-LAG1,PRD-0025,37,159100
2024-07-31,WH-LAG2,PRD-0025,15,64500
2024-07-31,WH-IBD,PRD-0025,3,12900
2024-07-31,WH-ABJ,PRD-0025,6,25800
2024-07-31,WH-PHC,PRD-0025,0,0
2024-07-31,WH-LAG1,PRD-0026,60,216000
2024-07-31,WH-LAG2,PRD-0026,19,68400
2024-07-31,WH-IBD,PRD-0026,26,93600
2024-07-31,WH-ABJ,PRD-0026,30,108000
2024-07-31,WH-PHC,PRD-0026,30,108000
2024-07-31,WH-LAG1,PRD-0027,6,22800
2024-07-31,WH-LAG2,PRD-0027,0,0
2024-07-31,WH-IBD,PRD-0027,10,38000
2024-07-31,WH-ABJ,PRD-0027,7,26600
2024-07-31,WH-PHC,PRD-0027,5,19000
2024-07-31,WH-LAG1,PRD-0028,21,84000
2024-07-31,WH-LAG2,PRD-0028,8,32000
2024-07-31,WH-IBD,PRD-0028,40,160000
2024-07-31,WH-ABJ,PRD-0028,6,24000
2024-07-31,WH-PHC,PRD-0028,29,116000
2024-07-31,WH-LAG1,PRD-0029,20,178000
2024-07-31,WH-LAG2,PRD-0029,8,71200
2024-07-31,WH-IBD,PRD-0029,34,302600
2024-07-31,WH-ABJ,PRD-0029,12,106800
2024-07-31,WH-PHC,PRD-0029,33,293700
2024-07-31,WH-LAG1,PRD-0030,39,838500
2024-07-31,WH-LAG2,PRD-0030,10,215000
2024-07-31,WH-IBD,PRD-0030,10,215000
2024-07-31,WH-ABJ,PRD-0030,10,215000
2024-07-31,WH-PHC,PRD-0030,7,150500
2024-07-31,WH-LAG1,PRD-0031,241,7278200
2024-07-31,WH-LAG2,PRD-0031,42,1268400
2024-07-31,WH-IBD,PRD-0031,68,2053600
2024-07-31,WH-ABJ,PRD-0031,38,1147600
2024-07-31,WH-PHC,PRD-0031,46,1389200
2024-07-31,WH-LAG1,PRD-0032,10,168000
2024-07-31,WH-LAG2,PRD-0032,10,168000
2024-07-31,WH-IBD,PRD-0032,10,168000
2024-07-31,WH-ABJ,PRD-0032,10,168000
2024-07-31,WH-PHC,PRD-0032,10,168000
2024-07-31,WH-LAG1,PRD-0033,108,1015200
2024-07-31,WH-LAG2,PRD-0033,23,216200
2024-07-31,WH-IBD,PRD-0033,2,18800
2024-07-31,WH-ABJ,PRD-0033,71,667400
2024-07-31,WH-PHC,PRD-0033,24,225600
2024-07-31,WH-LAG1,PRD-0034,23,296700
2024-07-31,WH-LAG2,PRD-0034,11,141900
2024-07-31,WH-IBD,PRD-0034,10,129000
2024-07-31,WH-ABJ,PRD-0034,6,77400
2024-07-31,WH-PHC,PRD-0034,11,141900
2024-07-31,WH-LAG1,PRD-0035,34,401200
2024-07-31,WH-LAG2,PRD-0035,84,991200
2024-07-31,WH-IBD,PRD-0035,11,129800
2024-07-31,WH-ABJ,PRD-0035,90,1062000
2024-07-31,WH-PHC,PRD-0035,91,1073800
2024-07-31,WH-LAG1,PRD-0036,0,0
2024-07-31,WH-LAG2,PRD-0036,10,156000
2024-07-31,WH-IBD,PRD-0036,10,156000
2024-07-31,WH-ABJ,PRD-0036,10,156000
2024-07-31,WH-PHC,PRD-0036,0,0
2024-07-31,WH-LAG1,PRD-0037,76,1504800
2024-07-31,WH-LAG2,PRD-0037,150,2970000
2024-07-31,WH-IBD,PRD-0037,16,316800
2024-07-31,WH-ABJ,PRD-0037,25,495000
2024-07-31,WH-PHC,PRD-0037,42,831600
2024-07-31,WH-LAG1,PRD-0038,10,119000
2024-07-31,WH-LAG2,PRD-0038,27,321300
2024-07-31,WH-IBD,PRD-0038,2,23800
2024-07-31,WH-ABJ,PRD-0038,10,119000
2024-07-31,WH-PHC,PRD-0038,10,119000
2024-07-31,WH-LAG1,PRD-0039,125,1550000
2024-07-31,WH-LAG2,PRD-0039,191,2368400
2024-07-31,WH-IBD,PRD-0039,146,1810400
2024-07-31,WH-ABJ,PRD-0039,250,3100000
2024-07-31,WH-PHC,PRD-0039,31,384400
2024-07-31,WH-LAG1,PRD-0040,34,380800
2024-07-31,WH-LAG2,PRD-0040,17,190400
2024-07-31,WH-IBD,PRD-0040,62,694400
2024-07-31,WH-ABJ,PRD-0040,27,302400
2024-07-31,WH-PHC,PRD-0040,71,795200
2024-07-31,WH-LAG1,PRD-0041,56,291200
2024-07-31,WH-LAG2,PRD-0041,18,93600
2024-07-31,WH-IBD,PRD-0041,9,46800
2024-07-31,WH-ABJ,PRD-0041,21,109200
2024-07-31,WH-PHC,PRD-0041,30,156000
2024-07-31,WH-LAG1,PRD-0042,3,65700
2024-07-31,WH-LAG2,PRD-0042,10,219000
2024-07-31,WH-IBD,PRD-0042,10,219000
2024-07-31,WH-ABJ,PRD-0042,10,219000
2024-07-31,WH-PHC,PRD-0042,10,219000
2024-07-31,WH-LAG1,PRD-0043,12,182400
2024-07-31,WH-LAG2,PRD-0043,8,121600
2024-07-31,WH-IBD,PRD-0043,10,152000
2024-07-31,WH-ABJ,PRD-0043,10,152000
2024-07-31,WH-PHC,PRD-0043,10,152000
2024-07-31,WH-LAG1,PRD-0044,10,68000
2024-07-31,WH-LAG2,PRD-0044,10,68000
2024-07-31,WH-IBD,PRD-0044,10,68000
2024-07-31,WH-ABJ,PRD-0044,5,34000
2024-07-31,WH-PHC,PRD-0044,10,68000
2024-07-31,WH-LAG1,PRD-0045,60,372000
2024-07-31,WH-LAG2,PRD-0045,15,93000
2024-07-31,WH-IBD,PRD-0045,16,99200
2024-07-31,WH-ABJ,PRD-0045,23,142600
2024-07-31,WH-PHC,PRD-0045,0,0
2024-07-31,WH-LAG1,PRD-0046,34,469200
2024-07-31,WH-LAG2,PRD-0046,26,358800
2024-07-31,WH-IBD,PRD-0046,0,0
2024-07-31,WH-ABJ,PRD-0046,26,358800
2024-07-31,WH-PHC,PRD-0046,0,0
2024-07-31,WH-LAG1,PRD-0047,42,680400
2024-07-31,WH-LAG2,PRD-0047,30,486000
2024-07-31,WH-IBD,PRD-0047,23,372600
2024-07-31,WH-ABJ,PRD-0047,46,745200
2024-07-31,WH-PHC,PRD-0047,13,210600
2024-07-31,WH-LAG1,PRD-0048,63,913500
2024-07-31,WH-LAG2,PRD-0048,27,391500
2024-07-31,WH-IBD,PRD-0048,1,14500
2024-07-31,WH-ABJ,PRD-0048,45,652500
2024-07-31,WH-PHC,PRD-0048,6,87000
2024-07-31,WH-LAG1,PRD-0049,38,528200
2024-07-31,WH-LAG2,PRD-0049,25,347500
2024-07-31,WH-IBD,PRD-0049,22,305800
2024-07-31,WH-ABJ,PRD-0049,70,973000
2024-07-31,WH-PHC,PRD-0049,25,347500
2024-07-31,WH-LAG1,PRD-0050,22,101200
2024-07-31,WH-LAG2,PRD-0050,17,78200
2024-07-31,WH-IBD,PRD-0050,12,55200
2024-07-31,WH-ABJ,PRD-0050,21,96600
2024-07-31,WH-PHC,PRD-0050,17,78200
2024-07-31,WH-LAG1,PRD-0051,122,4245600
2024-07-31,WH-LAG2,PRD-0051,45,1566000
2024-07-31,WH-IBD,PRD-0051,44,1531200
2024-07-31,WH-ABJ,PRD-0051,52,1809600
2024-07-31,WH-PHC,PRD-0051,58,2018400
2024-07-31,WH-LAG1,PRD-0052,14,474600
2024-07-31,WH-LAG2,PRD-0052,0,0
2024-07-31,WH-IBD,PRD-0052,0,0
2024-07-31,WH-ABJ,PRD-0052,0,0
2024-07-31,WH-PHC,PRD-0052,7,237300
2024-07-31,WH-LAG1,PRD-0053,32,1049600
2024-07-31,WH-LAG2,PRD-0053,23,754400
2024-07-31,WH-IBD,PRD-0053,10,328000
2024-07-31,WH-ABJ,PRD-0053,10,328000
2024-07-31,WH-PHC,PRD-0053,10,328000
2024-07-31,WH-LAG1,PRD-0054,12,163200
2024-07-31,WH-LAG2,PRD-0054,5,68000
2024-07-31,WH-IBD,PRD-0054,10,136000
2024-07-31,WH-ABJ,PRD-0054,10,136000
2024-07-31,WH-PHC,PRD-0054,10,136000
2024-07-31,WH-LAG1,PRD-0055,0,0
2024-07-31,WH-LAG2,PRD-0055,11,151800
2024-07-31,WH-IBD,PRD-0055,14,193200
2024-07-31,WH-ABJ,PRD-0055,12,165600
2024-07-31,WH-PHC,PRD-0055,16,220800
2024-07-31,WH-LAG1,PRD-0056,0,0
2024-07-31,WH-LAG2,PRD-0056,0,0
2024-07-31,WH-IBD,PRD-0056,14,299600
2024-07-31,WH-ABJ,PRD-0056,11,235400
2024-07-31,WH-PHC,PRD-0056,62,1326800
2024-07-31,WH-LAG1,PRD-0057,110,1738000
2024-07-31,WH-LAG2,PRD-0057,25,395000
2024-07-31,WH-IBD,PRD-0057,63,995400
2024-07-31,WH-ABJ,PRD-0057,55,869000
2024-07-31,WH-PHC,PRD-0057,81,1279800
2024-07-31,WH-LAG1,PRD-0058,36,536400
2024-07-31,WH-LAG2,PRD-0058,26,387400
2024-07-31,WH-IBD,PRD-0058,15,223500
2024-07-31,WH-ABJ,PRD-0058,29,432100
2024-07-31,WH-PHC,PRD-0058,7,104300
2024-07-31,WH-LAG1,PRD-0059,74,3145000
2024-07-31,WH-LAG2,PRD-0059,8,340000
2024-07-31,WH-IBD,PRD-0059,67,2847500
2024-07-31,WH-ABJ,PRD-0059,14,595000
2024-07-31,WH-PHC,PRD-0059,62,2635000
2024-07-31,WH-LAG1,PRD-0060,34,1625200
2024-07-31,WH-LAG2,PRD-0060,129,6166200
2024-07-31,WH-IBD,PRD-0060,112,5353600
2024-07-31,WH-ABJ,PRD-0060,64,3059200
2024-07-31,WH-PHC,PRD-0060,141,6739800
2024-07-31,WH-LAG1,PRD-0061,92,1177600
2024-07-31,WH-LAG2,PRD-0061,34,435200
2024-07-31,WH-IBD,PRD-0061,37,473600
2024-07-31,WH-ABJ,PRD-0061,33,422400
2024-07-31,WH-PHC,PRD-0061,22,281600
2024-07-31,WH-LAG1,PRD-0062,62,843200
2024-07-31,WH-LAG2,PRD-0062,101,1373600
2024-07-31,WH-IBD,PRD-0062,145,1972000
2024-07-31,WH-ABJ,PRD-0062,58,788800
2024-07-31,WH-PHC,PRD-0062,146,1985600
2024-07-31,WH-LAG1,PRD-0063,38,452200
2024-07-31,WH-LAG2,PRD-0063,15,178500
2024-07-31,WH-IBD,PRD-0063,67,797300
2024-07-31,WH-ABJ,PRD-0063,16,190400
2024-07-31,WH-PHC,PRD-0063,10,119000
2024-07-31,WH-LAG1,PRD-0064,95,2926000
2024-07-31,WH-LAG2,PRD-0064,54,1663200
2024-07-31,WH-IBD,PRD-0064,26,800800
2024-07-31,WH-ABJ,PRD-0064,13,400400
2024-07-31,WH-PHC,PRD-0064,0,0
2024-07-31,WH-LAG1,PRD-0065,68,1795200
2024-07-31,WH-LAG2,PRD-0065,37,976800
2024-07-31,WH-IBD,PRD-0065,12,316800
2024-07-31,WH-ABJ,PRD-0065,0,0
2024-07-31,WH-PHC,PRD-0065,25,660000
2024-07-31,WH-LAG1,PRD-0066,10,442000
2024-07-31,WH-LAG2,PRD-0066,10,442000
2024-07-31,WH-IBD,PRD-0066,10,442000
2024-07-31,WH-ABJ,PRD-0066,4,176800
2024-07-31,WH-PHC,PRD-0066,10,442000
2024-07-31,WH-LAG1,PRD-0067,31,322400
2024-07-31,WH-LAG2,PRD-0067,17,176800
2024-07-31,WH-IBD,PRD-0067,29,301600
2024-07-31,WH-ABJ,PRD-0067,23,239200
2024-07-31,WH-PHC,PRD-0067,85,884000
2024-07-31,WH-LAG1,PRD-0068,190,2508000
2024-07-31,WH-LAG2,PRD-0068,5,66000
2024-07-31,WH-IBD,PRD-0068,56,739200
2024-07-31,WH-ABJ,PRD-0068,71,937200
2024-07-31,WH-PHC,PRD-0068,50,660000
2024-07-31,WH-LAG1,PRD-0069,13,179400
2024-07-31,WH-LAG2,PRD-0069,10,138000
2024-07-31,WH-IBD,PRD-0069,10,138000
2024-07-31,WH-ABJ,PRD-0069,10,138000
2024-07-31,WH-PHC,PRD-0069,10,138000
2024-07-31,WH-LAG1,PRD-0070,32,492800
2024-07-31,WH-LAG2,PRD-0070,44,677600
2024-07-31,WH-IBD,PRD-0070,13,200200
2024-07-31,WH-ABJ,PRD-0070,29,446600
2024-07-31,WH-PHC,PRD-0070,6,92400
2024-07-31,WH-LAG1,PRD-0071,3,44400
2024-07-31,WH-LAG2,PRD-0071,10,148000
2024-07-31,WH-IBD,PRD-0071,10,148000
2024-07-31,WH-ABJ,PRD-0071,10,148000
2024-07-31,WH-PHC,PRD-0071,6,88800
2024-07-31,WH-LAG1,PRD-0072,24,782400
2024-07-31,WH-LAG2,PRD-0072,28,912800
2024-07-31,WH-IBD,PRD-0072,12,391200
2024-07-31,WH-ABJ,PRD-0072,23,749800
2024-07-31,WH-PHC,PRD-0072,21,684600
2024-07-31,WH-LAG1,PRD-0073,7,208600
2024-07-31,WH-LAG2,PRD-0073,10,298000
2024-07-31,WH-IBD,PRD-0073,8,238400
2024-07-31,WH-ABJ,PRD-0073,4,119200
2024-07-31,WH-PHC,PRD-0073,10,298000
2024-07-31,WH-LAG1,PRD-0074,37,1087800
2024-07-31,WH-LAG2,PRD-0074,31,911400
2024-07-31,WH-IBD,PRD-0074,0,0
2024-07-31,WH-ABJ,PRD-0074,8,235200
2024-07-31,WH-PHC,PRD-0074,23,676200
2024-07-31,WH-LAG1,PRD-0075,19,509200
2024-07-31,WH-LAG2,PRD-0075,27,723600
2024-07-31,WH-IBD,PRD-0075,20,536000
2024-07-31,WH-ABJ,PRD-0075,17,455600
2024-07-31,WH-PHC,PRD-0075,2,53600
2024-07-31,WH-LAG1,PRD-0076,31,725400
2024-07-31,WH-LAG2,PRD-0076,29,678600
2024-07-31,WH-IBD,PRD-0076,0,0
2024-07-31,WH-ABJ,PRD-0076,52,1216800
2024-07-31,WH-PHC,PRD-0076,31,725400
2024-07-31,WH-LAG1,PRD-0077,181,4633600
2024-07-31,WH-LAG2,PRD-0077,75,1920000
2024-07-31,WH-IBD,PRD-0077,75,1920000
2024-07-31,WH-ABJ,PRD-0077,151,3865600
2024-07-31,WH-PHC,PRD-0077,69,1766400
2024-07-31,WH-LAG1,PRD-0078,38,1056400
2024-07-31,WH-LAG2,PRD-0078,101,2807800
2024-07-31,WH-IBD,PRD-0078,0,0
2024-07-31,WH-ABJ,PRD-0078,59,1640200
2024-07-31,WH-PHC,PRD-0078,51,1417800
2024-07-31,WH-LAG1,PRD-0079,101,3888500
2024-07-31,WH-LAG2,PRD-0079,50,1925000
2024-07-31,WH-IBD,PRD-0079,70,2695000
2024-07-31,WH-ABJ,PRD-0079,36,1386000
2024-07-31,WH-PHC,PRD-0079,33,1270500
2024-07-31,WH-LAG1,PRD-0080,47,921200
2024-07-31,WH-LAG2,PRD-0080,38,744800
2024-07-31,WH-IBD,PRD-0080,36,705600
2024-07-31,WH-ABJ,PRD-0080,34,666400
2024-07-31,WH-PHC,PRD-0080,28,548800
2024-07-31,WH-LAG1,PRD-0081,61,1976400
2024-07-31,WH-LAG2,PRD-0081,41,1328400
2024-07-31,WH-IBD,PRD-0081,31,1004400
2024-07-31,WH-ABJ,PRD-0081,123,3985200
2024-07-31,WH-PHC,PRD-0081,37,1198800
2024-07-31,WH-LAG1,PRD-0082,66,1702800
2024-07-31,WH-LAG2,PRD-0082,27,696600
2024-07-31,WH-IBD,PRD-0082,32,825600
2024-07-31,WH-ABJ,PRD-0082,52,1341600
2024-07-31,WH-PHC,PRD-0082,29,748200
2024-07-31,WH-LAG1,PRD-0083,134,2465600
2024-07-31,WH-LAG2,PRD-0083,223,4103200
2024-07-31,WH-IBD,PRD-0083,116,2134400
2024-07-31,WH-ABJ,PRD-0083,52,956800
2024-07-31,WH-PHC,PRD-0083,144,2649600
2024-07-31,WH-LAG1,PRD-0084,102,2203200
2024-07-31,WH-LAG2,PRD-0084,38,820800
2024-07-31,WH-IBD,PRD-0084,39,842400
2024-07-31,WH-ABJ,PRD-0084,54,1166400
2024-07-31,WH-PHC,PRD-0084,28,604800
2024-07-31,WH-LAG1,PRD-0085,43,1126600
2024-07-31,WH-LAG2,PRD-0085,85,2227000
2024-07-31,WH-IBD,PRD-0085,34,890800
2024-07-31,WH-ABJ,PRD-0085,52,1362400
2024-07-31,WH-PHC,PRD-0085,31,812200
2024-07-31,WH-LAG1,PRD-0086,51,1213800
2024-07-31,WH-LAG2,PRD-0086,57,1356600
2024-07-31,WH-IBD,PRD-0086,0,0
2024-07-31,WH-ABJ,PRD-0086,86,2046800
2024-07-31,WH-PHC,PRD-0086,77,1832600
2024-07-31,WH-LAG1,PRD-0087,8,150400
2024-07-31,WH-LAG2,PRD-0087,10,188000
2024-07-31,WH-IBD,PRD-0087,23,432400
2024-07-31,WH-ABJ,PRD-0087,10,188000
2024-07-31,WH-PHC,PRD-0087,10,188000
2024-07-31,WH-LAG1,PRD-0088,17,210800
2024-07-31,WH-LAG2,PRD-0088,10,124000
2024-07-31,WH-IBD,PRD-0088,10,124000
2024-07-31,WH-ABJ,PRD-0088,63,781200
2024-07-31,WH-PHC,PRD-0088,10,124000
2024-07-31,WH-LAG1,PRD-0089,14,156800
2024-07-31,WH-LAG2,PRD-0089,10,112000
2024-07-31,WH-IBD,PRD-0089,10,112000
2024-07-31,WH-ABJ,PRD-0089,5,56000
2024-07-31,WH-PHC,PRD-0089,10,112000
2024-07-31,WH-LAG1,PRD-0090,614,17560400
2024-07-31,WH-LAG2,PRD-0090,329,9409400
2024-07-31,WH-IBD,PRD-0090,173,4947800
2024-07-31,WH-ABJ,PRD-0090,444,12698400
2024-07-31,WH-PHC,PRD-0090,408,11668800
2024-07-31,WH-LAG1,PRD-0091,99,2138400
2024-07-31,WH-LAG2,PRD-0091,19,410400
2024-07-31,WH-IBD,PRD-0091,40,864000
2024-07-31,WH-ABJ,PRD-0091,40,864000
2024-07-31,WH-PHC,PRD-0091,2,43200
2024-07-31,WH-LAG1,PRD-0092,17,421600
2024-07-31,WH-LAG2,PRD-0092,16,396800
2024-07-31,WH-IBD,PRD-0092,8,198400
2024-07-31,WH-ABJ,PRD-0092,11,272800
2024-07-31,WH-PHC,PRD-0092,16,396800
2024-07-31,WH-LAG1,PRD-0093,261,5063400
2024-07-31,WH-LAG2,PRD-0093,53,1028200
2024-07-31,WH-IBD,PRD-0093,34,659600
2024-07-31,WH-ABJ,PRD-0093,147,2851800
2024-07-31,WH-PHC,PRD-0093,46,892400
2024-07-31,WH-LAG1,PRD-0094,15,282000
2024-07-31,WH-LAG2,PRD-0094,10,188000
2024-07-31,WH-IBD,PRD-0094,9,169200
2024-07-31,WH-ABJ,PRD-0094,10,188000
2024-07-31,WH-PHC,PRD-0094,9,169200
2024-07-31,WH-LAG1,PRD-0095,0,0
2024-07-31,WH-LAG2,PRD-0095,10,169000
2024-07-31,WH-IBD,PRD-0095,0,0
2024-07-31,WH-ABJ,PRD-0095,10,169000
2024-07-31,WH-PHC,PRD-0095,10,169000
2024-07-31,WH-LAG1,PRD-0096,13,236600
2024-07-31,WH-LAG2,PRD-0096,6,109200
2024-07-31,WH-IBD,PRD-0096,1,18200
2024-07-31,WH-ABJ,PRD-0096,10,182000
2024-07-31,WH-PHC,PRD-0096,5,91000
2024-07-31,WH-LAG1,PRD-0097,21,373800
2024-07-31,WH-LAG2,PRD-0097,10,178000
2024-07-31,WH-IBD,PRD-0097,10,178000
2024-07-31,WH-ABJ,PRD-0097,12,213600
2024-07-31,WH-PHC,PRD-0097,34,605200
2024-07-31,WH-LAG1,PRD-0098,139,1862600
2024-07-31,WH-LAG2,PRD-0098,203,2720200
2024-07-31,WH-IBD,PRD-0098,68,911200
2024-07-31,WH-ABJ,PRD-0098,86,1152400
2024-07-31,WH-PHC,PRD-0098,0,0
2024-07-31,WH-LAG1,PRD-0099,15,189000
2024-07-31,WH-LAG2,PRD-0099,10,126000
2024-07-31,WH-IBD,PRD-0099,10,126000
2024-07-31,WH-ABJ,PRD-0099,10,126000
2024-07-31,WH-PHC,PRD-0099,10,126000
2024-07-31,WH-LAG1,PRD-0100,131,2200800
2024-07-31,WH-LAG2,PRD-0100,55,924000
2024-07-31,WH-IBD,PRD-0100,47,789600
2024-07-31,WH-ABJ,PRD-0100,86,1444800
2024-07-31,WH-PHC,PRD-0100,88,1478400
2024-07-31,WH-LAG1,PRD-0101,18,331200
2024-07-31,WH-LAG2,PRD-0101,6,110400
2024-07-31,WH-IBD,PRD-0101,9,165600
2024-07-31,WH-ABJ,PRD-0101,0,0
2024-07-31,WH-PHC,PRD-0101,10,184000
2024-07-31,WH-LAG1,PRD-0102,75,1065000
2024-07-31,WH-LAG2,PRD-0102,29,411800
2024-07-31,WH-IBD,PRD-0102,15,213000
2024-07-31,WH-ABJ,PRD-0102,0,0
2024-07-31,WH-PHC,PRD-0102,27,383400
2024-07-31,WH-LAG1,PRD-0103,13,387400
2024-07-31,WH-LAG2,PRD-0103,75,2235000
2024-07-31,WH-IBD,PRD-0103,101,3009800
2024-07-31,WH-ABJ,PRD-0103,44,1311200
2024-07-31,WH-PHC,PRD-0103,35,1043000
2024-07-31,WH-LAG1,PRD-0104,0,0
2024-07-31,WH-LAG2,PRD-0104,10,138000
2024-07-31,WH-IBD,PRD-0104,10,138000
2024-07-31,WH-ABJ,PRD-0104,38,524400
2024-07-31,WH-PHC,PRD-0104,10,138000
