CountDate,WarehouseID,ProductID,SystemQty,CountedQty,Variance
2024-07-31,WH-LAG1,PRD-0026,60,60,0
2024-07-31,WH-LAG2,PRD-0026,19,19,0
2024-07-31,WH-IBD,PRD-0026,26,26,0
2024-07-31,WH-ABJ,PRD-0026,30,30,0
2024-07-31,WH-PHC,PRD-0026,30,30,0
2024-07-31,WH-LAG1,PRD-0027,6,6,0
2024-07-31,WH-LAG2,PRD-0027,0,0,0
2024-07-31,WH-IBD,PRD-0027,10,10,0
2024-07-31,WH-ABJ,PRD-0027,7,7,0
2024-07-31,WH-PHC,PRD-0027,5,5,0
2024-07-31,WH-LAG1,PRD-0028,21,20,-1
2024-07-31,WH-LAG2,PRD-0028,8,8,0
2024-07-31,WH-IBD,PRD-0028,40,40,0
2024-07-31,WH-ABJ,PRD-0028,6,6,0
2024-07-31,WH-PHC,PRD-0028,29,29,0
2024-07-31,WH-LAG1,PRD-0029,20,20,0
2024-07-31,WH-LAG2,PRD-0029,8,8,0
2024-07-31,WH-IBD,PRD-0029,34,34,0
2024-07-31,WH-ABJ,PRD-0029,12,12,0
2024-07-31,WH-PHC,PRD-0029,33,33,0
2024-07-31,WH-LAG1,PRD-0030,39,39,0
2024-07-31,WH-LAG2,PRD-0030,10,10,0
2024-07-31,WH-IBD,PRD-0030,10,10,0
2024-07-31,WH-ABJ,PRD-0030,10,10,0
2024-07-31,WH-PHC,PRD-0030,7,7,0
2024-07-31,WH-LAG1,PRD-0031,241,241,0
2024-07-31,WH-LAG2,PRD-0031,42,42,0
2024-07-31,WH-IBD,PRD-0031,68,68,0
2024-07-31,WH-ABJ,PRD-0031,38,38,0
2024-07-31,WH-PHC,PRD-0031,46,46,0
2024-07-31,WH-LAG1,PRD-0032,10,10,0
2024-07-31,WH-LAG2,PRD-0032,10,10,0
2024-07-31,WH-IBD,PRD-0032,10,10,0
2024-07-31,WH-ABJ,PRD-0032,10,10,0
2024-07-31,WH-PHC,PRD-0032,10,10,0
2024-07-31,WH-LAG1,PRD-0033,108,108,0
2024-07-31,WH-LAG2,PRD-0033,23,23,0
2024-07-31,WH-IBD,PRD-0033,2,2,0
2024-07-31,WH-ABJ,PRD-0033,71,71,0
2024-07-31,WH-PHC,PRD-0033,24,24,0
2024-07-31,WH-LAG1,PRD-0034,23,23,0
2024-07-31,WH-LAG2,PRD-0034,11,11,0
2024-07-31,WH-IBD,PRD-0034,10,10,0
2024-07-31,WH-ABJ,PRD-0034,6,6,0
2024-07-31,WH-PHC,PRD-0034,11,11,0
2024-07-31,WH-LAG1,PRD-0035,34,34,0
2024-07-31,WH-LAG2,PRD-0035,84,84,0
2024-07-31,WH-IBD,PRD-0035,11,11,0
2024-07-31,WH-ABJ,PRD-0035,90,90,0
2024-07-31,WH-PHC,PRD-0035,91,91,0
2024-07-31,WH-LAG1,PRD-0036,0,0,0
2024-07-31,WH-LAG2,PRD-0036,10,10,0
2024-07-31,WH-IBD,PRD-0036,10,10,0
2024-07-31,WH-ABJ,PRD-0036,10,10,0
2024-07-31,WH-PHC,PRD-0036,0,0,0
2024-07-31,WH-LAG1,PRD-0037,76,76,0
2024-07-31,WH-LAG2,PRD-0037,150,150,0
2024-07-31,WH-IBD,PRD-0037,16,16,0
2024-07-31,WH-ABJ,PRD-0037,25,25,0
2024-07-31,WH-PHC,PRD-0037,42,42,0
2024-07-31,WH-LAG1,PRD-0038,10,10,0
2024-07-31,WH-LAG2,PRD-0038,27,26,-1
2024-07-31,WH-IBD,PRD-0038,2,2,0
2024-07-31,WH-ABJ,PRD-0038,10,10,0
2024-07-31,WH-PHC,PRD-0038,10,10,0
2024-07-31,WH-LAG1,PRD-0039,125,121,-4
2024-07-31,WH-LAG2,PRD-0039,191,191,0
2024-07-31,WH-IBD,PRD-0039,146,146,0
2024-07-31,WH-ABJ,PRD-0039,250,250,0
2024-07-31,WH-PHC,PRD-0039,31,31,0
2024-07-31,WH-LAG1,PRD-0040,34,34,0
2024-07-31,WH-LAG2,PRD-0040,17,17,0
2024-07-31,WH-IBD,PRD-0040,62,62,0
2024-07-31,WH-ABJ,PRD-0040,27,27,0
2024-07-31,WH-PHC,PRD-0040,71,71,0
2024-07-31,WH-LAG1,PRD-0041,56,56,0
2024-07-31,WH-LAG2,PRD-0041,18,18,0
2024-07-31,WH-IBD,PRD-0041,9,9,0
2024-07-31,WH-ABJ,PRD-0041,21,21,0
2024-07-31,WH-PHC,PRD-0041,30,30,0
2024-07-31,WH-LAG1,PRD-0042,3,3,0
2024-07-31,WH-LAG2,PRD-0042,10,10,0
2024-07-31,WH-IBD,PRD-0042,10,10,0
2024-07-31,WH-ABJ,PRD-0042,10,10,0
2024-07-31,WH-PHC,PRD-0042,10,10,0
2024-07-31,WH-LAG1,PRD-0043,12,12,0
2024-07-31,WH-LAG2,PRD-0043,8,8,0
2024-07-31,WH-IBD,PRD-0043,10,10,0
2024-07-31,WH-ABJ,PRD-0043,10,10,0
2024-07-31,WH-PHC,PRD-0043,10,10,0
2024-07-31,WH-LAG1,PRD-0044,10,10,0
2024-07-31,WH-LAG2,PRD-0044,10,10,0
2024-07-31,WH-IBD,PRD-0044,10,10,0
2024-07-31,WH-ABJ,PRD-0044,5,5,0
2024-07-31,WH-PHC,PRD-0044,10,10,0
2024-07-31,WH-LAG1,PRD-0045,60,60,0
2024-07-31,WH-LAG2,PRD-0045,15,15,0
2024-07-31,WH-IBD,PRD-0045,16,16,0
2024-07-31,WH-ABJ,PRD-0045,23,23,0
2024-07-31,WH-PHC,PRD-0045,0,0,0
2024-07-31,WH-LAG1,PRD-0046,34,34,0
2024-07-31,WH-LAG2,PRD-0046,26,25,-1
2024-07-31,WH-IBD,PRD-0046,0,0,0
2024-07-31,WH-ABJ,PRD-0046,26,25,-1
2024-07-31,WH-PHC,PRD-0046,0,0,0
2024-07-31,WH-LAG1,PRD-0047,42,42,0
2024-07-31,WH-LAG2,PRD-0047,30,30,0
2024-07-31,WH-IBD,PRD-0047,23,24,1
2024-07-31,WH-ABJ,PRD-0047,46,45,-1
2024-07-31,WH-PHC,PRD-0047,13,13,0
2024-07-31,WH-LAG1,PRD-0048,63,63,0
2024-07-31,WH-LAG2,PRD-0048,27,27,0
2024-07-31,WH-IBD,PRD-0048,1,1,0
2024-07-31,WH-ABJ,PRD-0048,45,46,1
2024-07-31,WH-PHC,PRD-0048,6,6,0
2024-07-31,WH-LAG1,PRD-0049,38,38,0
2024-07-31,WH-LAG2,PRD-0049,25,25,0
2024-07-31,WH-IBD,PRD-0049,22,22,0
2024-07-31,WH-ABJ,PRD-0049,70,70,0
2024-07-31,WH-PHC,PRD-0049,25,25,0
2024-07-31,WH-LAG1,PRD-0050,22,22,0
2024-07-31,WH-LAG2,PRD-0050,17,17,0
2024-07-31,WH-IBD,PRD-0050,12,12,0
2024-07-31,WH-ABJ,PRD-0050,21,21,0
2024-07-31,WH-PHC,PRD-0050,17,17,0
2024-07-31,WH-LAG1,PRD-0051,122,122,0
2024-07-31,WH-LAG2,PRD-0051,45,46,1
2024-07-31,WH-IBD,PRD-0051,44,44,0
2024-07-31,WH-ABJ,PRD-0051,52,52,0
2024-07-31,WH-PHC,PRD-0051,58,58,0
2024-07-31,WH-LAG1,PRD-0052,14,14,0
2024-07-31,WH-LAG2,PRD-0052,0,0,0
2024-07-31,WH-IBD,PRD-0052,0,0,0
2024-07-31,WH-ABJ,PRD-0052,0,0,0
2024-07-31,WH-PHC,PRD-0052,7,7,0
2024-07-31,WH-LAG1,PRD-0053,32,32,0
2024-07-31,WH-LAG2,PRD-0053,23,23,0
2024-07-31,WH-IBD,PRD-0053,10,10,0
2024-07-31,WH-ABJ,PRD-0053,10,10,0
2024-07-31,WH-PHC,PRD-0053,10,10,0
2024-07-31,WH-LAG1,PRD-0054,12,12,0
2024-07-31,WH-LAG2,PRD-0054,5,5,0
2024-07-31,WH-IBD,PRD-0054,10,10,0
2024-07-31,WH-ABJ,PRD-0054,10,10,0
2024-07-31,WH-PHC,PRD-0054,10,10,0
2024-07-31,WH-LAG1,PRD-0055,0,0,0
2024-07-31,WH-LAG2,PRD-0055,11,11,0
2024-07-31,WH-IBD,PRD-0055,14,14,0
2024-07-31,WH-ABJ,PRD-0055,12,12,0
2024-07-31,WH-PHC,PRD-0055,16,16,0
2024-07-31,WH-LAG1,PRD-0056,0,0,0
2024-07-31,WH-LAG2,PRD-0056,0,0,-1
2024-07-31,WH-IBD,PRD-0056,14,14,0
2024-07-31,WH-ABJ,PRD-0056,11,11,0
2024-07-31,WH-PHC,PRD-0056,62,62,0
2024-07-31,WH-LAG1,PRD-0057,110,110,0
2024-07-31,WH-LAG2,PRD-0057,25,25,0
2024-07-31,WH-IBD,PRD-0057,63,63,0
2024-07-31,WH-ABJ,PRD-0057,55,54,-1
2024-07-31,WH-PHC,PRD-0057,81,81,0
2024-07-31,WH-LAG1,PRD-0058,36,36,0
2024-07-31,WH-LAG2,PRD-0058,26,26,0
2024-07-31,WH-IBD,PRD-0058,15,15,0
2024-07-31,WH-ABJ,PRD-0058,29,29,0
2024-07-31,WH-PHC,PRD-0058,7,7,0
2024-07-31,WH-LAG1,PRD-0059,74,74,0
2024-07-31,WH-LAG2,PRD-0059,8,8,0
2024-07-31,WH-IBD,PRD-0059,67,67,0
2024-07-31,WH-ABJ,PRD-0059,14,14,0
2024-07-31,WH-PHC,PRD-0059,62,62,0
2024-07-31,WH-LAG1,PRD-0060,34,35,1
2024-07-31,WH-LAG2,PRD-0060,129,129,0
2024-07-31,WH-IBD,PRD-0060,112,112,0
2024-07-31,WH-ABJ,PRD-0060,64,64,0
2024-07-31,WH-PHC,PRD-0060,141,141,0
2024-07-31,WH-LAG1,PRD-0061,92,92,0
2024-07-31,WH-LAG2,PRD-0061,34,34,0
2024-07-31,WH-IBD,PRD-0061,37,37,0
2024-07-31,WH-ABJ,PRD-0061,33,33,0
2024-07-31,WH-PHC,PRD-0061,22,22,0
2024-07-31,WH-LAG1,PRD-0062,62,62,0
2024-07-31,WH-LAG2,PRD-0062,101,101,0
2024-07-31,WH-IBD,PRD-0062,145,145,0
2024-07-31,WH-ABJ,PRD-0062,58,58,0
2024-07-31,WH-PHC,PRD-0062,146,146,0
2024-07-31,WH-LAG1,PRD-0063,38,38,0
2024-07-31,WH-LAG2,PRD-0063,15,15,0
2024-07-31,WH-IBD,PRD-0063,67,67,0
2024-07-31,WH-ABJ,PRD-0063,16,16,0
2024-07-31,WH-PHC,PRD-0063,10,10,0
2024-07-31,WH-LAG1,PRD-0064,95,95,0
2024-07-31,WH-LAG2,PRD-0064,54,54,0
2024-07-31,WH-IBD,PRD-0064,26,26,0
2024-07-31,WH-ABJ,PRD-0064,13,13,0
2024-07-31,WH-PHC,PRD-0064,0,0,0
2024-07-31,WH-LAG1,PRD-0065,68,68,0
2024-07-31,WH-LAG2,PRD-0065,37,37,0
2024-07-31,WH-IBD,PRD-0065,12,12,0
2024-07-31,WH-ABJ,PRD-0065,0,0,0
2024-07-31,WH-PHC,PRD-0065,25,25,0
2024-07-31,WH-LAG1,PRD-0066,10,10,0
2024-07-31,WH-LAG2,PRD-0066,10,11,1
2024-07-31,WH-IBD,PRD-0066,10,10,0
2024-07-31,WH-ABJ,PRD-0066,4,4,0
2024-07-31,WH-PHC,PRD-0066,10,10,0
2024-07-31,WH-LAG1,PRD-0067,31,31,0
2024-07-31,WH-LAG2,PRD-0067,17,17,0
2024-07-31,WH-IBD,PRD-0067,29,29,0
2024-07-31,WH-ABJ,PRD-0067,23,23,0
2024-07-31,WH-PHC,PRD-0067,85,85,0
2024-07-31,WH-LAG1,PRD-0068,190,190,0
2024-07-31,WH-LAG2,PRD-0068,5,5,0
2024-07-31,WH-IBD,PRD-0068,56,56,0
2024-07-31,WH-ABJ,PRD-0068,71,71,0
2024-07-31,WH-PHC,PRD-0068,50,50,0
2024-07-31,WH-LAG1,PRD-0069,13,13,0
2024-07-31,WH-LAG2,PRD-0069,10,10,0
2024-07-31,WH-IBD,PRD-0069,10,10,0
2024-07-31,WH-ABJ,PRD-0069,10,10,0
2024-07-31,WH-PHC,PRD-0069,10,10,0
2024-07-31,WH-LAG1,PRD-0070,32,32,0
2024-07-31,WH-LAG2,PRD-0070,44,44,0
2024-07-31,WH-IBD,PRD-0070,13,12,-1
2024-07-31,WH-ABJ,PRD-0070,29,29,0
2024-07-31,WH-PHC,PRD-0070,6,6,0
2024-07-31,WH-LAG1,PRD-0071,3,3,0
2024-07-31,WH-LAG2,PRD-0071,10,10,0
2024-07-31,WH-IBD,PRD-0071,10,10,0
2024-07-31,WH-ABJ,PRD-0071,10,10,0
2024-07-31,WH-PHC,PRD-0071,6,6,0
2024-07-31,WH-LAG1,PRD-0072,24,24,0
2024-07-31,WH-LAG2,PRD-0072,28,28,0
2024-07-31,WH-IBD,PRD-0072,12,12,0
2024-07-31,WH-ABJ,PRD-0072,23,24,1
2024-07-31,WH-PHC,PRD-0072,21,21,0
2024-07-31,WH-LAG1,PRD-0073,7,7,0
2024-07-31,WH-LAG2,PRD-0073,10,10,0
2024-07-31,WH-IBD,PRD-0073,8,8,0
2024-07-31,WH-ABJ,PRD-0073,4,4,0
2024-07-31,WH-PHC,PRD-0073,10,10,0
2024-07-31,WH-LAG1,PRD-0074,37,37,0
2024-07-31,WH-LAG2,PRD-0074,31,31,0
2024-07-31,WH-IBD,PRD-0074,0,0,0
2024-07-31,WH-ABJ,PRD-0074,8,7,-1
2024-07-31,WH-PHC,PRD-0074,23,23,0
2024-07-31,WH-LAG1,PRD-0075,19,19,0
2024-07-31,WH-LAG2,PRD-0075,27,27,0
2024-07-31,WH-IBD,PRD-0075,20,20,0
2024-07-31,WH-ABJ,PRD-0075,17,18,1
2024-07-31,WH-PHC,PRD-0075,2,2,0
2024-07-31,WH-LAG1,PRD-0076,31,32,1
2024-07-31,WH-LAG2,PRD-0076,29,29,0
2024-07-31,WH-IBD,PRD-0076,0,0,0
2024-07-31,WH-ABJ,PRD-0076,52,50,-2
2024-07-31,WH-PHC,PRD-0076,31,32,1
2024-07-31,WH-LAG1,PRD-0077,181,181,0
2024-07-31,WH-LAG2,PRD-0077,75,75,0
2024-07-31,WH-IBD,PRD-0077,75,75,0
2024-07-31,WH-ABJ,PRD-0077,151,151,0
2024-07-31,WH-PHC,PRD-0077,69,69,0
2024-07-31,WH-LAG1,PRD-0078,38,38,0
2024-07-31,WH-LAG2,PRD-0078,101,101,0
2024-07-31,WH-IBD,PRD-0078,0,0,0
2024-07-31,WH-ABJ,PRD-0078,59,57,-2
2024-07-31,WH-PHC,PRD-0078,51,53,2
2024-07-31,WH-LAG1,PRD-0079,101,101,0
2024-07-31,WH-LAG2,PRD-0079,50,50,0
2024-07-31,WH-IBD,PRD-0079,70,70,0
2024-07-31,WH-ABJ,PRD-0079,36,36,0
2024-07-31,WH-PHC,PRD-0079,33,33,0
2024-07-31,WH-LAG1,PRD-0080,47,47,0
2024-07-31,WH-LAG2,PRD-0080,38,38,0
2024-07-31,WH-IBD,PRD-0080,36,36,0
2024-07-31,WH-ABJ,PRD-0080,34,34,0
2024-07-31,WH-PHC,PRD-0080,28,28,0
2024-07-31,WH-LAG1,PRD-0081,61,61,0
2024-07-31,WH-LAG2,PRD-0081,41,41,0
2024-07-31,WH-IBD,PRD-0081,31,30,-1
2024-07-31,WH-ABJ,PRD-0081,123,128,5
2024-07-31,WH-PHC,PRD-0081,37,37,0
2024-07-31,WH-LAG1,PRD-0082,66,68,2
2024-07-31,WH-LAG2,PRD-0082,27,26,-1
2024-07-31,WH-IBD,PRD-0082,32,32,0
2024-07-31,WH-ABJ,PRD-0082,52,52,0
2024-07-31,WH-PHC,PRD-0082,29,29,0
2024-07-31,WH-LAG1,PRD-0083,134,138,4
2024-07-31,WH-LAG2,PRD-0083,223,223,0
2024-07-31,WH-IBD,PRD-0083,116,116,0
2024-07-31,WH-ABJ,PRD-0083,52,52,0
2024-07-31,WH-PHC,PRD-0083,144,144,0
2024-07-31,WH-LAG1,PRD-0084,102,102,0
2024-07-31,WH-LAG2,PRD-0084,38,38,0
2024-07-31,WH-IBD,PRD-0084,39,39,0
2024-07-31,WH-ABJ,PRD-0084,54,54,0
2024-07-31,WH-PHC,PRD-0084,28,27,-1
2024-07-31,WH-LAG1,PRD-0085,43,43,0
2024-07-31,WH-LAG2,PRD-0085,85,85,0
2024-07-31,WH-IBD,PRD-0085,34,34,0
2024-07-31,WH-ABJ,PRD-0085,52,52,0
2024-07-31,WH-PHC,PRD-0085,31,31,0
2024-07-31,WH-LAG1,PRD-0086,51,51,0
2024-07-31,WH-LAG2,PRD-0086,57,59,2
2024-07-31,WH-IBD,PRD-0086,0,0,0
2024-07-31,WH-ABJ,PRD-0086,86,86,0
2024-07-31,WH-PHC,PRD-0086,77,77,0
2024-07-31,WH-LAG1,PRD-0087,8,8,0
2024-07-31,WH-LAG2,PRD-0087,10,10,0
2024-07-31,WH-IBD,PRD-0087,23,23,0
2024-07-31,WH-ABJ,PRD-0087,10,10,0
2024-07-31,WH-PHC,PRD-0087,10,10,0
2024-07-31,WH-LAG1,PRD-0088,17,17,0
2024-07-31,WH-LAG2,PRD-0088,10,10,0
2024-07-31,WH-IBD,PRD-0088,10,10,0
2024-07-31,WH-ABJ,PRD-0088,63,63,0
2024-07-31,WH-PHC,PRD-0088,10,10,0
2024-07-31,WH-LAG1,PRD-0089,14,14,0
2024-07-31,WH-LAG2,PRD-0089,10,10,0
2024-07-31,WH-IBD,PRD-0089,10,10,0
2024-07-31,WH-ABJ,PRD-0089,5,5,0
2024-07-31,WH-PHC,PRD-0089,10,10,0
2024-07-31,WH-LAG1,PRD-0090,614,614,0
2024-07-31,WH-LAG2,PRD-0090,329,329,0
2024-07-31,WH-IBD,PRD-0090,173,173,0
2024-07-31,WH-ABJ,PRD-0090,444,444,0
2024-07-31,WH-PHC,PRD-0090,408,398,-10
2024-07-31,WH-LAG1,PRD-0091,99,95,-4
2024-07-31,WH-LAG2,PRD-0091,19,19,0
2024-07-31,WH-IBD,PRD-0091,40,41,1
2024-07-31,WH-ABJ,PRD-0091,40,40,0
2024-07-31,WH-PHC,PRD-0091,2,1,-1
2024-07-31,WH-LAG1,PRD-0092,17,17,0
2024-07-31,WH-LAG2,PRD-0092,16,15,-1
2024-07-31,WH-IBD,PRD-0092,8,8,0
2024-07-31,WH-ABJ,PRD-0092,11,10,-1
2024-07-31,WH-PHC,PRD-0092,16,16,0
2024-07-31,WH-LAG1,PRD-0093,261,261,0
2024-07-31,WH-LAG2,PRD-0093,53,53,0
2024-07-31,WH-IBD,PRD-0093,34,34,0
2024-07-31,WH-ABJ,PRD-0093,147,147,0
2024-07-31,WH-PHC,PRD-0093,46,45,-1
2024-07-31,WH-LAG1,PRD-0094,15,15,0
2024-07-31,WH-LAG2,PRD-0094,10,10,0
2024-07-31,WH-IBD,PRD-0094,9,9,0
2024-07-31,WH-ABJ,PRD-0094,10,10,0
2024-07-31,WH-PHC,PRD-0094,9,9,0
2024-07-31,WH-LAG1,PRD-0095,0,0,0
2024-07-31,WH-LAG2,PRD-0095,10,10,0
2024-07-31,WH-IBD,PRD-0095,0,1,1
2024-07-31,WH-ABJ,PRD-0095,10,10,0
2024-07-31,WH-PHC,PRD-0095,10,10,0
2024-07-31,WH-LAG1,PRD-0096,13,14,1
2024-07-31,WH-LAG2,PRD-0096,6,6,0
2024-07-31,WH-IBD,PRD-0096,1,1,0
2024-07-31,WH-ABJ,PRD-0096,10,10,0
2024-07-31,WH-PHC,PRD-0096,5,5,0
2024-07-31,WH-LAG1,PRD-0097,21,21,0
2024-07-31,WH-LAG2,PRD-0097,10,10,0
2024-07-31,WH-IBD,PRD-0097,10,10,0
2024-07-31,WH-ABJ,PRD-0097,12,12,0
2024-07-31,WH-PHC,PRD-0097,34,34,0
2024-07-31,WH-LAG1,PRD-0098,139,139,0
2024-07-31,WH-LAG2,PRD-0098,203,203,0
2024-07-31,WH-IBD,PRD-0098,68,68,0
2024-07-31,WH-ABJ,PRD-0098,86,86,0
2024-07-31,WH-PHC,PRD-0098,0,0,0
2024-07-31,WH-LAG1,PRD-0099,15,15,0
2024-07-31,WH-LAG2,PRD-0099,10,10,0
2024-07-31,WH-IBD,PRD-0099,10,10,0
2024-07-31,WH-ABJ,PRD-0099,10,10,0
2024-07-31,WH-PHC,PRD-0099,10,10,0
2024-07-31,WH-LAG1,PRD-0100,131,131,0
2024-07-31,WH-LAG2,PRD-0100,55,55,0
2024-07-31,WH-IBD,PRD-0100,47,47,0
2024-07-31,WH-ABJ,PRD-0100,86,86,0
2024-07-31,WH-PHC,PRD-0100,88,85,-3
2024-07-31,WH-LAG1,PRD-0101,18,18,0
2024-07-31,WH-LAG2,PRD-0101,6,6,0
2024-07-31,WH-IBD,PRD-0101,9,9,0
