OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,LineTotal
ORD-2024-000073,2024-07-01,CUS-00897,PRD-0151,17,42840,728280
ORD-2024-000074,2024-07-01,CUS-01839,PRD-0151,1,42840,42840
ORD-2024-000079,2024-07-01,CUS-00398,PRD-0154,8,42470,339760
ORD-2024-000082,2024-07-01,CUS-01484,PRD-0158,1,33720,33720
ORD-2024-000083,2024-07-01,CUS-01023,PRD-0159,12,25840,310080
ORD-2024-000087,2024-07-01,CUS-00261,PRD-0161,11,32640,359040
ORD-2024-000089,2024-07-01,CUS-00892,PRD-0165,14,23380,327320
ORD-2024-000090,2024-07-01,CUS-00398,PRD-0167,7,14020,98140
ORD-2024-000097,2024-07-02,CUS-01312,PRD-0026,1,4150,4150
ORD-2024-000103,2024-07-02,CUS-01332,PRD-0049,3,18190,54570
ORD-2024-000105,2024-07-02,CUS-01014,PRD-0059,24,50810,1219440
ORD-2024-000111,2024-07-02,CUS-01180,PRD-0067,3,12380,37140
ORD-2024-000113,2024-07-02,CUS-01120,PRD-0077,4,31120,124480
ORD-2024-000117,2024-07-02,CUS-00138,PRD-0090,6,37690,226140
ORD-2024-000120,2024-07-02,CUS-01192,PRD-0093,34,23080,784720
ORD-2024-000123,2024-07-02,CUS-01505,PRD-0101,4,22590,90360
ORD-2024-000127,2024-07-02,CUS-00058,PRD-0111,5,12240,61200
ORD-2024-000131,2024-07-02,CUS-00111,PRD-0118,6,23110,138660
ORD-2024-000136,2024-07-02,CUS-00314,PRD-0126,7,29270,204890
ORD-2024-000141,2024-07-02,CUS-01895,PRD-0138,10,27020,270200
ORD-2024-000142,2024-07-02,CUS-02254,PRD-0141,16,38600,617600
ORD-2024-000150,2024-07-02,CUS-02045,PRD-0155,2,65880,131760
ORD-2024-000151,2024-07-02,CUS-00239,PRD-0157,12,24810,297720
ORD-2024-000152,2024-07-02,CUS-00058,PRD-0158,9,33720,303480
ORD-2024-000154,2024-07-02,CUS-00071,PRD-0165,4,23380,93520
ORD-2024-000155,2024-07-02,CUS-00566,PRD-0166,9,25650,230850
ORD-2024-000160,2024-07-03,CUS-01286,PRD-0021,5,19390,96950
ORD-2024-000166,2024-07-03,CUS-00781,PRD-0040,12,14100,169200
ORD-2024-000169,2024-07-03,CUS-02331,PRD-0051,9,43070,387630
ORD-2024-000170,2024-07-03,CUS-00214,PRD-0057,12,18040,216480
ORD-2024-000174,2024-07-03,CUS-00540,PRD-0079,3,46870,140610
ORD-2024-000179,2024-07-03,CUS-01276,PRD-0090,8,37690,301520
ORD-2024-000180,2024-07-03,CUS-00787,PRD-0090,6,37690,226140
ORD-2024-000186,2024-07-03,CUS-01084,PRD-0100,16,20780,332480
ORD-2024-000187,2024-07-03,CUS-01800,PRD-0100,5,20780,103900
ORD-2024-000193,2024-07-03,CUS-00518,PRD-0125,5,15380,76900
ORD-2024-000196,2024-07-03,CUS-00362,PRD-0135,14,32900,460600
ORD-2024-000199,2024-07-03,CUS-01271,PRD-0150,8,47850,382800
ORD-2024-000200,2024-07-03,CUS-00695,PRD-0151,4,42840,171360
ORD-2024-000201,2024-07-03,CUS-00723,PRD-0151,9,42840,385560
ORD-2024-000211,2024-07-03,CUS-00828,PRD-0161,6,32640,195840
ORD-2024-000213,2024-07-03,CUS-00236,PRD-0163,9,27790,250110
ORD-2024-000214,2024-07-03,CUS-01645,PRD-0164,3,19920,59760
ORD-2024-000217,2024-07-04,CUS-00158,PRD-0001,9,4970,44730
ORD-2024-000219,2024-07-04,CUS-00028,PRD-0007,5,17070,85350
ORD-2024-000221,2024-07-04,CUS-01676,PRD-0011,6,17170,103020
ORD-2024-000222,2024-07-04,CUS-01220,PRD-0016,1,42680,42680
ORD-2024-000223,2024-07-04,CUS-01355,PRD-0018,11,62570,688270
ORD-2024-000224,2024-07-04,CUS-00158,PRD-0018,2,62570,125140
ORD-2024-000230,2024-07-04,CUS-00409,PRD-0031,14,36660,513240
ORD-2024-000241,2024-07-04,CUS-00037,PRD-0068,3,16320,48960
ORD-2024-000242,2024-07-04,CUS-02315,PRD-0071,5,17380,86900
ORD-2024-000243,2024-07-04,CUS-02454,PRD-0072,6,42600,255600
ORD-2024-000245,2024-07-04,CUS-01839,PRD-0078,3,33720,101160
ORD-2024-000246,2024-07-04,CUS-01862,PRD-0081,4,42190,168760
ORD-2024-000249,2024-07-04,CUS-02463,PRD-0090,8,37690,301520
ORD-2024-000250,2024-07-04,CUS-00453,PRD-0090,7,37690,263830
ORD-2024-000256,2024-07-04,CUS-00656,PRD-0092,6,30260,181560
ORD-2024-000259,2024-07-04,CUS-01542,PRD-0100,13,20780,270140
ORD-2024-000260,2024-07-04,CUS-02374,PRD-0100,5,20780,103900
ORD-2024-000266,2024-07-04,CUS-01953,PRD-0108,16,30750,492000
ORD-2024-000267,2024-07-04,CUS-02204,PRD-0108,4,30750,123000
ORD-2024-000273,2024-07-04,CUS-00928,PRD-0125,8,15380,123040
ORD-2024-000282,2024-07-04,CUS-02454,PRD-0138,6,27020,162120
ORD-2024-000283,2024-07-04,CUS-02466,PRD-0142,4,52030,208120
ORD-2024-000285,2024-07-04,CUS-02492,PRD-0150,10,47850,478500
ORD-2024-000286,2024-07-04,CUS-00879,PRD-0151,5,42840,214200
ORD-2024-000290,2024-07-04,CUS-02116,PRD-0153,9,24220,217980
ORD-2024-000291,2024-07-04,CUS-01294,PRD-0160,4,32940,131760
ORD-2024-000293,2024-07-04,CUS-00114,PRD-0161,12,32640,391680
ORD-2024-000297,2024-07-04,CUS-00264,PRD-0164,10,19920,199200
ORD-2024-000298,2024-07-04,CUS-00537,PRD-0165,10,23380,233800
ORD-2024-000307,2024-07-05,CUS-01380,PRD-0025,3,5090,15270
ORD-2024-000309,2024-07-05,CUS-01068,PRD-0033,1,11040,11040
ORD-2024-000313,2024-07-05,CUS-01611,PRD-0045,4,7340,29360
ORD-2024-000314,2024-07-05,CUS-02295,PRD-0055,15,16990,254850
ORD-2024-000315,2024-07-05,CUS-01642,PRD-0057,2,18040,36080
ORD-2024-000317,2024-07-05,CUS-01715,PRD-0060,9,57540,517860
ORD-2024-000320,2024-07-05,CUS-00332,PRD-0067,7,12380,86660
ORD-2024-000323,2024-07-05,CUS-00598,PRD-0070,8,19240,153920
ORD-2024-000327,2024-07-05,CUS-02107,PRD-0077,4,31120,124480
ORD-2024-000345,2024-07-05,CUS-00500,PRD-0100,3,20780,62340
ORD-2024-000346,2024-07-05,CUS-01846,PRD-0100,9,20780,187020
ORD-2024-000347,2024-07-05,CUS-02467,PRD-0100,2,20780,41560
ORD-2024-000350,2024-07-05,CUS-00098,PRD-0118,6,23110,138660
ORD-2024-000355,2024-07-05,CUS-00432,PRD-0125,8,15380,123040
ORD-2024-000358,2024-07-05,CUS-01234,PRD-0128,3,20590,61770
ORD-2024-000359,2024-07-05,CUS-01948,PRD-0131,5,31140,155700
ORD-2024-000363,2024-07-05,CUS-01411,PRD-0151,6,42840,257040
ORD-2024-000371,2024-07-05,CUS-00654,PRD-0155,4,65880,263520
ORD-2024-000375,2024-07-05,CUS-00871,PRD-0161,10,32640,326400
ORD-2024-000379,2024-07-05,CUS-00273,PRD-0166,8,25650,205200
ORD-2024-000383,2024-07-06,CUS-00686,PRD-0007,11,17070,187770
ORD-2024-000386,2024-07-06,CUS-01211,PRD-0039,5,14770,73850
ORD-2024-000393,2024-07-06,CUS-01307,PRD-0058,8,17980,143840
ORD-2024-000399,2024-07-06,CUS-02438,PRD-0074,15,38390,575850
ORD-2024-000401,2024-07-06,CUS-01596,PRD-0078,5,33720,168600
ORD-2024-000402,2024-07-06,CUS-01576,PRD-0082,14,30730,430220
ORD-2024-000404,2024-07-06,CUS-00668,PRD-0086,8,28180,225440
ORD-2024-000409,2024-07-06,CUS-01513,PRD-0087,2,24070,48140
ORD-2024-000410,2024-07-06,CUS-01447,PRD-0090,16,37690,603040
ORD-2024-000411,2024-07-06,CUS-01417,PRD-0090,2,37690,75380
ORD-2024-000412,2024-07-06,CUS-01485,PRD-0090,8,37690,301520
ORD-2024-000422,2024-07-06,CUS-01643,PRD-0120,2,14740,29480
ORD-2024-000442,2024-07-07,CUS-02036,PRD-0004,15,4490,67350
ORD-2024-000444,2024-07-07,CUS-02412,PRD-0031,5,36660,183300
ORD-2024-000450,2024-07-07,CUS-01013,PRD-0079,11,46870,515570
ORD-2024-000455,2024-07-07,CUS-00768,PRD-0130,27,13600,367200
ORD-2024-000459,2024-07-07,CUS-02434,PRD-0161,6,32640,195840
ORD-2024-000460,2024-07-07,CUS-02213,PRD-0166,7,25650,179550
ORD-2024-000462,2024-07-08,CUS-00479,PRD-0009,7,18390,128730
ORD-2024-000463,2024-07-08,CUS-00917,PRD-0024,38,9800,372400
ORD-2024-000466,2024-07-08,CUS-01016,PRD-0037,1,25650,25650
ORD-2024-000468,2024-07-08,CUS-02034,PRD-0050,10,5420,54200
ORD-2024-000469,2024-07-08,CUS-00170,PRD-0052,3,43630,130890
ORD-2024-000470,2024-07-08,CUS-00654,PRD-0056,10,25020,250200
ORD-2024-000471,2024-07-08,CUS-01661,PRD-0057,17,18040,306680
ORD-2024-000472,2024-07-08,CUS-02170,PRD-0058,10,17980,179800
ORD-2024-000473,2024-07-08,CUS-00943,PRD-0062,5,17890,89450
ORD-2024-000475,2024-07-08,CUS-00393,PRD-0068,6,16320,97920
ORD-2024-000476,2024-07-08,CUS-00824,PRD-0068,23,16320,375360
ORD-2024-000480,2024-07-08,CUS-01745,PRD-0080,2,23900,47800
ORD-2024-000482,2024-07-08,CUS-00098,PRD-0086,9,28180,253620
ORD-2024-000486,2024-07-08,CUS-00494,PRD-0090,11,37690,414590
ORD-2024-000492,2024-07-08,CUS-01446,PRD-0091,2,27010,54020
ORD-2024-000494,2024-07-08,CUS-02430,PRD-0100,5,20780,103900
ORD-2024-000495,2024-07-08,CUS-00980,PRD-0100,14,20780,290920
ORD-2024-000498,2024-07-08,CUS-00409,PRD-0103,5,38480,192400
ORD-2024-000500,2024-07-08,CUS-01575,PRD-0108,9,30750,276750
ORD-2024-000503,2024-07-08,CUS-02437,PRD-0111,5,12240,61200
ORD-2024-000505,2024-07-08,CUS-00797,PRD-0117,10,17520,175200
ORD-2024-000506,2024-07-08,CUS-01433,PRD-0120,8,14740,117920
ORD-2024-000507,2024-07-08,CUS-01317,PRD-0121,4,26430,105720
ORD-2024-000510,2024-07-08,CUS-01991,PRD-0123,5,14410,72050
ORD-2024-000511,2024-07-08,CUS-02000,PRD-0125,17,15380,261460
ORD-2024-000515,2024-07-08,CUS-00087,PRD-0131,3,31140,93420
ORD-2024-000524,2024-07-08,CUS-01248,PRD-0151,3,42840,128520
ORD-2024-000528,2024-07-08,CUS-01018,PRD-0154,9,42470,382230
ORD-2024-000531,2024-07-08,CUS-02372,PRD-0160,2,32940,65880
ORD-2024-000534,2024-07-08,CUS-01045,PRD-0161,10,32640,326400
ORD-2024-000536,2024-07-08,CUS-00096,PRD-0166,3,25650,76950
ORD-2024-000539,2024-07-08,CUS-01895,PRD-0167,8,14020,112160
ORD-2024-000545,2024-07-09,CUS-01630,PRD-0011,15,17170,257550
ORD-2024-000554,2024-07-09,CUS-00768,PRD-0047,8,19060,152480
ORD-2024-000555,2024-07-09,CUS-00254,PRD-0049,9,18190,163710
ORD-2024-000556,2024-07-09,CUS-01736,PRD-0060,14,57540,805560
ORD-2024-000558,2024-07-09,CUS-01569,PRD-0068,4,16320,65280
ORD-2024-000561,2024-07-09,CUS-00450,PRD-0076,2,28050,56100
ORD-2024-000565,2024-07-09,CUS-00256,PRD-0086,3,28180,84540
ORD-2024-000573,2024-07-09,CUS-01194,PRD-0100,2,20780,41560
ORD-2024-000574,2024-07-09,CUS-01251,PRD-0100,6,20780,124680
ORD-2024-000576,2024-07-09,CUS-01878,PRD-0103,9,38480,346320
ORD-2024-000578,2024-07-09,CUS-02031,PRD-0115,27,21210,572670
ORD-2024-000579,2024-07-09,CUS-00216,PRD-0118,6,23110,138660
ORD-2024-000581,2024-07-09,CUS-00730,PRD-0120,28,14740,412720
ORD-2024-000582,2024-07-09,CUS-01334,PRD-0121,23,26430,607890
ORD-2024-000584,2024-07-09,CUS-00166,PRD-0122,21,19140,401940
ORD-2024-000585,2024-07-09,CUS-00360,PRD-0122,5,19140,95700
ORD-2024-000586,2024-07-09,CUS-01991,PRD-0125,4,15380,61520
ORD-2024-000587,2024-07-09,CUS-02235,PRD-0125,7,15380,107660
ORD-2024-000598,2024-07-09,CUS-01280,PRD-0151,9,42840,385560
ORD-2024-000605,2024-07-09,CUS-00314,PRD-0167,8,14020,112160
ORD-2024-000607,2024-07-10,CUS-02000,PRD-0001,9,4970,44730
ORD-2024-000617,2024-07-10,CUS-02309,PRD-0057,25,18040,451000
ORD-2024-000623,2024-07-10,CUS-01727,PRD-0061,8,16320,130560
ORD-2024-000624,2024-07-10,CUS-01658,PRD-0061,3,16320,48960
ORD-2024-000627,2024-07-10,CUS-01997,PRD-0062,7,17890,125230
ORD-2024-000631,2024-07-10,CUS-00106,PRD-0068,36,16320,587520
ORD-2024-000632,2024-07-10,CUS-00621,PRD-0078,2,33720,67440
ORD-2024-000633,2024-07-10,CUS-01447,PRD-0079,57,46870,2671590
ORD-2024-000638,2024-07-10,CUS-00064,PRD-0090,36,37690,1356840
ORD-2024-000639,2024-07-10,CUS-00439,PRD-0090,5,37690,188450
ORD-2024-000640,2024-07-10,CUS-01548,PRD-0090,12,37690,452280
ORD-2024-000641,2024-07-10,CUS-00495,PRD-0090,19,37690,716110
ORD-2024-000650,2024-07-10,CUS-01215,PRD-0108,1,30750,30750
ORD-2024-000654,2024-07-10,CUS-02226,PRD-0120,6,14740,88440
ORD-2024-000659,2024-07-10,CUS-01561,PRD-0135,2,32900,65800
ORD-2024-000661,2024-07-10,CUS-02033,PRD-0138,6,27020,162120
ORD-2024-000662,2024-07-10,CUS-02306,PRD-0139,4,33360,133440
ORD-2024-000664,2024-07-10,CUS-01459,PRD-0141,7,38600,270200
ORD-2024-000666,2024-07-10,CUS-00326,PRD-0143,14,48640,680960
ORD-2024-000667,2024-07-10,CUS-02356,PRD-0150,14,47850,669900
ORD-2024-000672,2024-07-10,CUS-01886,PRD-0153,26,24220,629720
ORD-2024-000679,2024-07-10,CUS-00281,PRD-0166,5,25650,128250
ORD-2024-000683,2024-07-11,CUS-01280,PRD-0007,4,17070,68280
ORD-2024-000688,2024-07-11,CUS-01584,PRD-0017,16,39680,634880
ORD-2024-000691,2024-07-11,CUS-01120,PRD-0039,2,14770,29540
ORD-2024-000699,2024-07-11,CUS-02162,PRD-0077,17,31120,529040
ORD-2024-000703,2024-07-11,CUS-01632,PRD-0084,9,27760,249840
ORD-2024-000704,2024-07-11,CUS-01963,PRD-0084,1,27760,27760
ORD-2024-000705,2024-07-11,CUS-01998,PRD-0085,9,32580,293220
ORD-2024-000707,2024-07-11,CUS-01414,PRD-0090,5,37690,188450
ORD-2024-000708,2024-07-11,CUS-01991,PRD-0090,6,37690,226140
ORD-2024-000714,2024-07-11,CUS-01878,PRD-0093,4,23080,92320
ORD-2024-000717,2024-07-11,CUS-00839,PRD-0100,10,20780,207800
ORD-2024-000720,2024-07-11,CUS-00019,PRD-0103,17,38480,654160
ORD-2024-000722,2024-07-11,CUS-01380,PRD-0105,3,41060,123180
ORD-2024-000723,2024-07-11,CUS-01229,PRD-0108,16,30750,492000
ORD-2024-000726,2024-07-11,CUS-01725,PRD-0128,3,20590,61770
ORD-2024-000732,2024-07-11,CUS-00826,PRD-0143,3,48640,145920
ORD-2024-000735,2024-07-11,CUS-02218,PRD-0161,30,32640,979200
ORD-2024-000739,2024-07-11,CUS-01653,PRD-0165,10,23380,233800
ORD-2024-000740,2024-07-11,CUS-00557,PRD-0166,14,25650,359100
ORD-2024-000744,2024-07-12,CUS-01684,PRD-0005,13,3110,40430
ORD-2024-000748,2024-07-12,CUS-00613,PRD-0023,10,16940,169400
ORD-2024-000749,2024-07-12,CUS-01539,PRD-0028,4,4910,19640
ORD-2024-000757,2024-07-12,CUS-02192,PRD-0053,19,38950,740050
ORD-2024-000759,2024-07-12,CUS-02494,PRD-0057,7,18040,126280
ORD-2024-000763,2024-07-12,CUS-01654,PRD-0076,7,28050,196350
ORD-2024-000764,2024-07-12,CUS-02009,PRD-0077,3,31120,93360
ORD-2024-000773,2024-07-12,CUS-00467,PRD-0086,4,28180,112720
ORD-2024-000774,2024-07-12,CUS-01826,PRD-0090,20,37690,753800
ORD-2024-000779,2024-07-12,CUS-00794,PRD-0092,5,30260,151300
ORD-2024-000780,2024-07-12,CUS-01157,PRD-0098,15,15320,229800
ORD-2024-000781,2024-07-12,CUS-01327,PRD-0098,12,15320,183840
ORD-2024-000786,2024-07-12,CUS-02034,PRD-0108,34,30750,1045500
ORD-2024-000789,2024-07-12,CUS-00774,PRD-0109,3,30700,92100
ORD-2024-000793,2024-07-12,CUS-00062,PRD-0118,11,23110,254210
ORD-2024-000795,2024-07-12,CUS-00303,PRD-0120,19,14740,280060
ORD-2024-000798,2024-07-12,CUS-01834,PRD-0125,2,15380,30760
ORD-2024-000799,2024-07-12,CUS-02353,PRD-0125,8,15380,123040
ORD-2024-000804,2024-07-12,CUS-01785,PRD-0126,4,29270,117080
ORD-2024-000806,2024-07-12,CUS-01294,PRD-0128,3,20590,61770
ORD-2024-000807,2024-07-12,CUS-01953,PRD-0136,5,54950,274750
ORD-2024-000810,2024-07-12,CUS-00187,PRD-0145,6,31800,190800
ORD-2024-000811,2024-07-12,CUS-00586,PRD-0147,4,32330,129320
ORD-2024-000813,2024-07-12,CUS-01208,PRD-0151,4,42840,171360
ORD-2024-000814,2024-07-12,CUS-02129,PRD-0151,2,42840,85680
ORD-2024-000822,2024-07-12,CUS-02061,PRD-0160,6,32940,197640
ORD-2024-000832,2024-07-13,CUS-01026,PRD-0023,8,16940,135520
ORD-2024-000834,2024-07-13,CUS-02492,PRD-0033,16,11040,176640
ORD-2024-000835,2024-07-13,CUS-01994,PRD-0035,18,13660,245880
ORD-2024-000837,2024-07-13,CUS-01554,PRD-0047,14,19060,266840
ORD-2024-000839,2024-07-13,CUS-01241,PRD-0060,4,57540,230160
ORD-2024-000841,2024-07-13,CUS-01220,PRD-0064,3,36350,109050
ORD-2024-000843,2024-07-13,CUS-02111,PRD-0065,16,34000,544000
ORD-2024-000848,2024-07-13,CUS-00866,PRD-0077,8,31120,248960
ORD-2024-000851,2024-07-13,CUS-01847,PRD-0080,5,23900,119500
ORD-2024-000854,2024-07-13,CUS-02494,PRD-0086,2,28180,56360
ORD-2024-000860,2024-07-13,CUS-01575,PRD-0100,9,20780,187020
ORD-2024-000863,2024-07-13,CUS-02500,PRD-0115,6,21210,127260
ORD-2024-000864,2024-07-13,CUS-00547,PRD-0118,6,23110,138660
ORD-2024-000866,2024-07-13,CUS-02150,PRD-0121,18,26430,475740
ORD-2024-000869,2024-07-13,CUS-02337,PRD-0125,40,15380,615200
ORD-2024-000870,2024-07-13,CUS-01431,PRD-0131,5,31140,155700
ORD-2024-000871,2024-07-13,CUS-00624,PRD-0146,9,34820,313380
ORD-2024-000874,2024-07-13,CUS-01331,PRD-0160,11,32940,362340
ORD-2024-000876,2024-07-14,CUS-01509,PRD-0016,19,42680,810920
ORD-2024-000881,2024-07-14,CUS-01925,PRD-0068,7,16320,114240
ORD-2024-000882,2024-07-14,CUS-02414,PRD-0068,3,16320,48960
ORD-2024-000883,2024-07-14,CUS-00681,PRD-0072,4,42600,170400
ORD-2024-000884,2024-07-14,CUS-00077,PRD-0076,18,28050,504900
ORD-2024-000886,2024-07-14,CUS-02172,PRD-0085,4,32580,130320
ORD-2024-000891,2024-07-14,CUS-01015,PRD-0130,2,13600,27200
ORD-2024-000892,2024-07-14,CUS-01736,PRD-0135,41,32900,1348900
ORD-2024-000893,2024-07-14,CUS-02415,PRD-0138,6,27020,162120
ORD-2024-000894,2024-07-14,CUS-01555,PRD-0150,3,47850,143550
ORD-2024-000895,2024-07-14,CUS-02294,PRD-0151,4,42840,171360
ORD-2024-000898,2024-07-14,CUS-02390,PRD-0164,4,19920,79680
ORD-2024-000899,2024-07-15,CUS-01451,PRD-0004,6,4490,26940
ORD-2024-000900,2024-07-15,CUS-01282,PRD-0004,10,4490,44900
ORD-2024-000902,2024-07-15,CUS-01311,PRD-0005,9,3110,27990
ORD-2024-000905,2024-07-15,CUS-00472,PRD-0026,3,4150,12450
ORD-2024-000907,2024-07-15,CUS-00664,PRD-0031,10,36660,366600
ORD-2024-000918,2024-07-15,CUS-02269,PRD-0060,9,57540,517860
ORD-2024-000922,2024-07-15,CUS-02198,PRD-0065,6,34000,204000
ORD-2024-000923,2024-07-15,CUS-00235,PRD-0065,6,34000,204000
ORD-2024-000925,2024-07-15,CUS-02410,PRD-0077,8,31120,248960
ORD-2024-000927,2024-07-15,CUS-01584,PRD-0085,9,32580,293220
ORD-2024-000928,2024-07-15,CUS-00939,PRD-0086,7,28180,197260
ORD-2024-000933,2024-07-15,CUS-01716,PRD-0090,14,37690,527660
ORD-2024-000934,2024-07-15,CUS-01523,PRD-0090,7,37690,263830
ORD-2024-000935,2024-07-15,CUS-00736,PRD-0090,4,37690,150760
ORD-2024-000936,2024-07-15,CUS-01263,PRD-0090,3,37690,113070
ORD-2024-000945,2024-07-15,CUS-00908,PRD-0100,4,20780,83120
ORD-2024-000949,2024-07-15,CUS-01575,PRD-0108,10,30750,307500
ORD-2024-000957,2024-07-15,CUS-00974,PRD-0139,15,33360,500400
ORD-2024-000958,2024-07-15,CUS-01488,PRD-0142,3,52030,156090
ORD-2024-000959,2024-07-15,CUS-01632,PRD-0150,4,47850,191400
ORD-2024-000960,2024-07-15,CUS-02476,PRD-0151,6,42840,257040
ORD-2024-000963,2024-07-15,CUS-01643,PRD-0161,3,32640,97920
ORD-2024-000968,2024-07-15,CUS-01596,PRD-0164,7,19920,139440
ORD-2024-000970,2024-07-15,CUS-01329,PRD-0166,1,25650,25650
ORD-2024-000973,2024-07-15,CUS-02269,PRD-0170,24,17370,416880
ORD-2024-000976,2024-07-16,CUS-00655,PRD-0005,8,3110,24880
ORD-2024-000980,2024-07-16,CUS-00756,PRD-0022,6,11680,70080
ORD-2024-000986,2024-07-16,CUS-00069,PRD-0035,4,13660,54640
ORD-2024-000987,2024-07-16,CUS-01042,PRD-0047,14,19060,266840
ORD-2024-000993,2024-07-16,CUS-02298,PRD-0055,7,16990,118930
ORD-2024-000997,2024-07-16,CUS-02089,PRD-0061,8,16320,130560
ORD-2024-000998,2024-07-16,CUS-01103,PRD-0064,10,36350,363500
ORD-2024-001000,2024-07-16,CUS-01826,PRD-0074,5,38390,191950
ORD-2024-001001,2024-07-16,CUS-00629,PRD-0076,6,28050,168300
ORD-2024-001008,2024-07-16,CUS-00810,PRD-0082,21,30730,645330
ORD-2024-001010,2024-07-16,CUS-00599,PRD-0086,8,28180,225440
ORD-2024-001011,2024-07-16,CUS-00432,PRD-0086,19,28180,535420
ORD-2024-001015,2024-07-16,CUS-00369,PRD-0090,23,37690,866870
ORD-2024-001016,2024-07-16,CUS-00059,PRD-0090,8,37690,301520
ORD-2024-001026,2024-07-16,CUS-01141,PRD-0093,10,23080,230800
ORD-2024-001027,2024-07-16,CUS-00371,PRD-0100,5,20780,103900
ORD-2024-001031,2024-07-16,CUS-02364,PRD-0103,5,38480,192400
ORD-2024-001032,2024-07-16,CUS-00107,PRD-0108,4,30750,123000
ORD-2024-001033,2024-07-16,CUS-00804,PRD-0108,2,30750,61500
ORD-2024-001036,2024-07-16,CUS-00334,PRD-0114,11,15730,173030
ORD-2024-001040,2024-07-16,CUS-01807,PRD-0125,4,15380,61520
ORD-2024-001042,2024-07-16,CUS-01425,PRD-0127,4,16760,67040
ORD-2024-001044,2024-07-16,CUS-01015,PRD-0136,6,54950,329700
ORD-2024-001047,2024-07-16,CUS-00718,PRD-0143,10,48640,486400
ORD-2024-001049,2024-07-16,CUS-02491,PRD-0147,6,32330,193980
ORD-2024-001050,2024-07-16,CUS-01904,PRD-0150,4,47850,191400
ORD-2024-001052,2024-07-16,CUS-01310,PRD-0151,21,42840,899640
ORD-2024-001053,2024-07-16,CUS-01098,PRD-0151,21,42840,899640
ORD-2024-001054,2024-07-16,CUS-01882,PRD-0151,1,42840,42840
ORD-2024-001060,2024-07-16,CUS-00706,PRD-0161,7,32640,228480
ORD-2024-001061,2024-07-16,CUS-01563,PRD-0161,10,32640,326400
ORD-2024-001062,2024-07-16,CUS-02466,PRD-0161,10,32640,326400
ORD-2024-001063,2024-07-16,CUS-02247,PRD-0162,3,28900,86700
ORD-2024-001069,2024-07-17,CUS-01716,PRD-0013,13,11970,155610
ORD-2024-001071,2024-07-17,CUS-01517,PRD-0015,5,8500,42500
ORD-2024-001075,2024-07-17,CUS-00526,PRD-0031,26,36660,953160
ORD-2024-001077,2024-07-17,CUS-02076,PRD-0041,9,6830,61470
ORD-2024-001080,2024-07-17,CUS-01854,PRD-0048,13,16870,219310
ORD-2024-001084,2024-07-17,CUS-01425,PRD-0056,9,25020,225180
ORD-2024-001091,2024-07-17,CUS-02028,PRD-0062,7,17890,125230
ORD-2024-001093,2024-07-17,CUS-01188,PRD-0068,21,16320,342720
ORD-2024-001095,2024-07-17,CUS-01787,PRD-0073,5,37930,189650
ORD-2024-001097,2024-07-17,CUS-00574,PRD-0077,17,31120,529040
ORD-2024-001099,2024-07-17,CUS-01577,PRD-0085,17,32580,553860
ORD-2024-001100,2024-07-17,CUS-00880,PRD-0090,5,37690,188450
