Date,WarehouseID,ProductID,QtyLost,CustomerID,Reason
2024-07-28,WH-IBD,PRD-0078,24,CUS-02033,PARTIAL_FILL
2024-07-29,WH-LAG2,PRD-0023,6,CUS-01082,STOCKOUT
2024-07-29,WH-PHC,PRD-0064,15,CUS-02068,STOCKOUT
2024-07-29,WH-LAG1,PRD-0131,26,CUS-00367,PARTIAL_FILL
2024-07-29,WH-ABJ,PRD-0169,9,CUS-00724,STOCKOUT
2024-07-30,WH-IBD,PRD-0076,15,CUS-01640,PARTIAL_FILL
2024-07-30,WH-IBD,PRD-0109,1,CUS-00873,PARTIAL_FILL
2024-07-31,WH-PHC,PRD-0004,5,CUS-00131,PARTIAL_FILL
2024-07-31,WH-ABJ,PRD-0013,6,CUS-01223,STOCKOUT
2024-07-31,WH-IBD,PRD-0046,7,CUS-00150,PARTIAL_FILL
2024-07-31,WH-ABJ,PRD-0065,2,CUS-00847,STOCKOUT
2024-07-31,WH-IBD,PRD-0086,3,CUS-00127,STOCKOUT
2024-07-31,WH-ABJ,PRD-0102,5,CUS-01262,PARTIAL_FILL
2024-07-31,WH-IBD,PRD-0109,12,CUS-00431,STOCKOUT
2024-07-31,WH-IBD,PRD-0144,16,CUS-01116,PARTIAL_FILL
2024-07-31,WH-LAG2,PRD-0148,25,CUS-00559,PARTIAL_FILL
2024-08-01,WH-PHC,PRD-0088,15,CUS-00820,PARTIAL_FILL
2024-08-01,WH-ABJ,PRD-0107,3,CUS-00090,PARTIAL_FILL
2024-08-01,WH-LAG1,PRD-0131,1,CUS-02331,STOCKOUT
2024-08-02,WH-LAG2,PRD-0027,4,CUS-02034,STOCKOUT
2024-08-02,WH-LAG1,PRD-0028,1,CUS-00871,PARTIAL_FILL
2024-08-02,WH-IBD,PRD-0037,1,CUS-00547,PARTIAL_FILL
2024-08-02,WH-PHC,PRD-0064,1,CUS-00240,STOCKOUT
2024-08-02,WH-LAG2,PRD-0068,6,CUS-01172,PARTIAL_FILL
2024-08-02,WH-PHC,PRD-0071,8,CUS-00457,PARTIAL_FILL
2024-08-02,WH-IBD,PRD-0078,1,CUS-01275,STOCKOUT
2024-08-02,WH-LAG1,PRD-0095,20,CUS-00999,STOCKOUT
2024-08-03,WH-IBD,PRD-0021,5,CUS-00356,PARTIAL_FILL
2024-08-03,WH-PHC,PRD-0045,8,CUS-01040,STOCKOUT
2024-08-04,WH-LAG2,PRD-0057,9,CUS-00507,STOCKOUT
2024-08-05,WH-LAG2,PRD-0013,1,CUS-01394,PARTIAL_FILL
2024-08-05,WH-IBD,PRD-0014,7,CUS-01308,PARTIAL_FILL
2024-08-05,WH-LAG2,PRD-0028,5,CUS-00925,PARTIAL_FILL
2024-08-05,WH-LAG1,PRD-0056,7,CUS-01931,STOCKOUT
2024-08-05,WH-IBD,PRD-0115,5,CUS-02294,PARTIAL_FILL
2024-08-05,WH-LAG2,PRD-0148,2,CUS-01215,STOCKOUT
2024-08-05,WH-IBD,PRD-0149,12,CUS-00989,PARTIAL_FILL
2024-08-06,WH-ABJ,PRD-0073,5,CUS-02380,PARTIAL_FILL
2024-08-06,WH-IBD,PRD-0076,18,CUS-00029,STOCKOUT
2024-08-06,WH-PHC,PRD-0091,8,CUS-01926,STOCKOUT
2024-08-06,WH-PHC,PRD-0091,7,CUS-01318,STOCKOUT
2024-08-06,WH-LAG1,PRD-0092,5,CUS-01866,PARTIAL_FILL
2024-08-06,WH-PHC,PRD-0096,7,CUS-01111,PARTIAL_FILL
2024-08-06,WH-PHC,PRD-0115,1,CUS-01221,PARTIAL_FILL
2024-08-07,WH-ABJ,PRD-0020,1,CUS-01762,PARTIAL_FILL
2024-08-07,WH-ABJ,PRD-0089,2,CUS-02104,PARTIAL_FILL
2024-08-07,WH-PHC,PRD-0153,28,CUS-00798,PARTIAL_FILL
2024-08-08,WH-IBD,PRD-0078,7,CUS-00326,STOCKOUT
2024-08-08,WH-IBD,PRD-0105,1,CUS-00063,PARTIAL_FILL
2024-08-09,WH-LAG2,PRD-0061,5,CUS-02061,PARTIAL_FILL
2024-08-09,WH-IBD,PRD-0142,5,CUS-01276,PARTIAL_FILL
2024-08-10,WH-LAG1,PRD-0028,4,CUS-00087,STOCKOUT
2024-08-10,WH-LAG2,PRD-0061,7,CUS-00795,STOCKOUT
2024-08-10,WH-ABJ,PRD-0064,1,CUS-00592,PARTIAL_FILL
2024-08-10,WH-PHC,PRD-0088,9,CUS-00689,STOCKOUT
2024-08-11,WH-IBD,PRD-0023,2,CUS-01541,PARTIAL_FILL
2024-08-11,WH-ABJ,PRD-0056,8,CUS-01703,PARTIAL_FILL
2024-08-12,WH-LAG2,PRD-0061,10,CUS-01577,STOCKOUT
2024-08-12,WH-LAG2,PRD-0061,6,CUS-01719,STOCKOUT
2024-08-12,WH-PHC,PRD-0135,1,CUS-02370,PARTIAL_FILL
2024-08-13,WH-ABJ,PRD-0028,3,CUS-01588,PARTIAL_FILL
2024-08-13,WH-LAG2,PRD-0061,11,CUS-00577,STOCKOUT
2024-08-13,WH-ABJ,PRD-0064,3,CUS-01005,STOCKOUT
2024-08-13,WH-IBD,PRD-0131,1,CUS-01201,PARTIAL_FILL
2024-08-13,WH-PHC,PRD-0135,14,CUS-00913,STOCKOUT
2024-08-13,WH-ABJ,PRD-0162,6,CUS-00667,PARTIAL_FILL
2024-08-14,WH-ABJ,PRD-0015,7,CUS-01106,PARTIAL_FILL
2024-08-14,WH-IBD,PRD-0025,16,CUS-00257,PARTIAL_FILL
2024-08-14,WH-PHC,PRD-0088,2,CUS-01856,STOCKOUT
2024-08-14,WH-IBD,PRD-0131,17,CUS-01803,STOCKOUT
2024-08-14,WH-IBD,PRD-0158,7,CUS-00192,PARTIAL_FILL
2024-08-15,WH-LAG1,PRD-0006,1,CUS-02041,PARTIAL_FILL
2024-08-15,WH-LAG2,PRD-0028,9,CUS-01290,STOCKOUT
2024-08-15,WH-ABJ,PRD-0028,17,CUS-00437,STOCKOUT
2024-08-15,WH-IBD,PRD-0093,2,CUS-00290,PARTIAL_FILL
2024-08-15,WH-IBD,PRD-0099,3,CUS-02112,PARTIAL_FILL
2024-08-15,WH-ABJ,PRD-0138,22,CUS-00340,PARTIAL_FILL
2024-08-15,WH-IBD,PRD-0149,5,CUS-00610,STOCKOUT
2024-08-16,WH-IBD,PRD-0093,26,CUS-00002,STOCKOUT
2024-08-16,WH-ABJ,PRD-0138,8,CUS-00274,STOCKOUT
2024-08-19,WH-ABJ,PRD-0024,4,CUS-00074,STOCKOUT
2024-08-19,WH-IBD,PRD-0076,26,CUS-01830,STOCKOUT
2024-08-19,WH-ABJ,PRD-0084,1,CUS-00953,PARTIAL_FILL
2024-08-19,WH-IBD,PRD-0099,16,CUS-02413,STOCKOUT
2024-08-20,WH-IBD,PRD-0061,8,CUS-00801,PARTIAL_FILL
2024-08-20,WH-LAG2,PRD-0064,5,CUS-01682,PARTIAL_FILL
2024-08-20,WH-LAG1,PRD-0112,15,CUS-01913,PARTIAL_FILL
2024-08-20,WH-PHC,PRD-0153,21,CUS-01059,STOCKOUT
2024-08-21,WH-LAG1,PRD-0006,5,CUS-01796,STOCKOUT
2024-08-22,WH-LAG1,PRD-0050,3,CUS-00095,PARTIAL_FILL
2024-08-22,WH-ABJ,PRD-0069,4,CUS-01225,PARTIAL_FILL
2024-08-23,WH-PHC,PRD-0065,1,CUS-01500,PARTIAL_FILL
2024-08-23,WH-LAG2,PRD-0066,2,CUS-00844,PARTIAL_FILL
2024-08-23,WH-PHC,PRD-0153,5,CUS-02370,STOCKOUT
2024-08-25,WH-LAG1,PRD-0050,11,CUS-00500,STOCKOUT
2024-08-26,WH-IBD,PRD-0005,22,CUS-01529,PARTIAL_FILL
2024-08-26,WH-IBD,PRD-0005,7,CUS-01751,STOCKOUT
2024-08-26,WH-ABJ,PRD-0040,1,CUS-00764,PARTIAL_FILL
2024-08-26,WH-PHC,PRD-0085,4,CUS-01354,PARTIAL_FILL
2024-08-26,WH-IBD,PRD-0091,1,CUS-02216,PARTIAL_FILL
2024-08-26,WH-LAG1,PRD-0112,3,CUS-01892,STOCKOUT
2024-08-26,WH-PHC,PRD-0136,1,CUS-02455,PARTIAL_FILL
2024-08-27,WH-ABJ,PRD-0036,6,CUS-01075,PARTIAL_FILL
2024-08-27,WH-PHC,PRD-0046,12,CUS-00167,STOCKOUT
2024-08-27,WH-PHC,PRD-0046,2,CUS-02421,STOCKOUT
2024-08-27,WH-IBD,PRD-0097,4,CUS-00554,PARTIAL_FILL
2024-08-29,WH-IBD,PRD-0089,4,CUS-00854,PARTIAL_FILL
2024-08-29,WH-ABJ,PRD-0121,1,CUS-00057,PARTIAL_FILL
2024-08-30,WH-PHC,PRD-0028,3,CUS-01592,PARTIAL_FILL
2024-08-30,WH-LAG1,PRD-0072,20,CUS-01079,PARTIAL_FILL
2024-08-30,WH-PHC,PRD-0089,1,CUS-00758,PARTIAL_FILL
2024-08-30,WH-ABJ,PRD-0121,3,CUS-00502,STOCKOUT
2024-08-31,WH-ABJ,PRD-0064,5,CUS-00713,STOCKOUT
2024-08-31,WH-ABJ,PRD-0095,10,CUS-01723,PARTIAL_FILL
2024-08-31,WH-ABJ,PRD-0121,13,CUS-00674,STOCKOUT
2024-09-02,WH-PHC,PRD-0057,12,CUS-00480,PARTIAL_FILL
2024-09-02,WH-IBD,PRD-0141,2,CUS-00743,PARTIAL_FILL
2024-09-03,WH-ABJ,PRD-0014,3,CUS-02281,PARTIAL_FILL
2024-09-03,WH-IBD,PRD-0019,8,CUS-00736,PARTIAL_FILL
2024-09-03,WH-ABJ,PRD-0058,9,CUS-00833,PARTIAL_FILL
2024-09-04,WH-LAG1,PRD-0050,13,CUS-01026,STOCKOUT
2024-09-04,WH-LAG2,PRD-0149,1,CUS-00946,PARTIAL_FILL
2024-09-04,WH-IBD,PRD-0152,27,CUS-00265,PARTIAL_FILL
2024-09-05,WH-ABJ,PRD-0066,4,CUS-01168,PARTIAL_FILL
2024-09-05,WH-IBD,PRD-0091,12,CUS-01331,STOCKOUT
2024-09-05,WH-LAG1,PRD-0119,23,CUS-00561,PARTIAL_FILL
2024-09-05,WH-ABJ,PRD-0168,27,CUS-01958,PARTIAL_FILL
2024-09-06,WH-PHC,PRD-0003,8,CUS-01205,STOCKOUT
2024-09-06,WH-PHC,PRD-0052,10,CUS-01929,PARTIAL_FILL
2024-09-06,WH-LAG2,PRD-0088,3,CUS-00656,PARTIAL_FILL
2024-09-07,WH-LAG2,PRD-0015,4,CUS-02491,PARTIAL_FILL
2024-09-07,WH-LAG1,PRD-0072,6,CUS-01362,STOCKOUT
2024-09-07,WH-LAG2,PRD-0144,57,CUS-01227,PARTIAL_FILL
2024-09-09,WH-ABJ,PRD-0070,12,CUS-00673,PARTIAL_FILL
2024-09-09,WH-PHC,PRD-0072,2,CUS-01754,PARTIAL_FILL
2024-09-09,WH-IBD,PRD-0110,22,CUS-00138,PARTIAL_FILL
2024-09-10,WH-ABJ,PRD-0001,2,CUS-01954,PARTIAL_FILL
2024-09-10,WH-LAG2,PRD-0015,10,CUS-00326,STOCKOUT
2024-09-10,WH-ABJ,PRD-0023,4,CUS-00548,PARTIAL_FILL
2024-09-10,WH-ABJ,PRD-0078,1,CUS-02088,PARTIAL_FILL
2024-09-10,WH-LAG1,PRD-0089,2,CUS-00722,PARTIAL_FILL
2024-09-10,WH-IBD,PRD-0092,11,CUS-00268,PARTIAL_FILL
2024-09-12,WH-ABJ,PRD-0023,5,CUS-01567,STOCKOUT
2024-09-12,WH-ABJ,PRD-0079,2,CUS-01384,PARTIAL_FILL
2024-09-12,WH-LAG2,PRD-0117,1,CUS-01848,PARTIAL_FILL
2024-09-12,WH-ABJ,PRD-0128,12,CUS-01113,PARTIAL_FILL
2024-09-13,WH-IBD,PRD-0019,2,CUS-00170,STOCKOUT
2024-09-13,WH-IBD,PRD-0027,3,CUS-01275,PARTIAL_FILL
2024-09-13,WH-LAG1,PRD-0116,1,CUS-00777,PARTIAL_FILL
2024-09-13,WH-LAG1,PRD-0116,11,CUS-01043,STOCKOUT
2024-09-15,WH-LAG2,PRD-0020,3,CUS-02196,PARTIAL_FILL
2024-09-15,WH-PHC,PRD-0147,11,CUS-01389,PARTIAL_FILL
2024-09-16,WH-ABJ,PRD-0070,2,CUS-00291,STOCKOUT
2024-09-16,WH-ABJ,PRD-0078,1,CUS-01766,STOCKOUT
2024-09-16,WH-IBD,PRD-0092,3,CUS-01870,STOCKOUT
2024-09-16,WH-LAG2,PRD-0102,1,CUS-01905,PARTIAL_FILL
2024-09-16,WH-ABJ,PRD-0137,17,CUS-02490,PARTIAL_FILL
2024-09-17,WH-IBD,PRD-0019,2,CUS-01523,STOCKOUT
2024-09-17,WH-PHC,PRD-0072,8,CUS-00047,STOCKOUT
2024-09-17,WH-ABJ,PRD-0078,2,CUS-02456,STOCKOUT
2024-09-17,WH-PHC,PRD-0128,7,CUS-00151,PARTIAL_FILL
2024-09-18,WH-PHC,PRD-0005,1,CUS-00988,PARTIAL_FILL
2024-09-18,WH-PHC,PRD-0085,13,CUS-00492,STOCKOUT
2024-09-18,WH-IBD,PRD-0093,2,CUS-01536,STOCKOUT
2024-09-18,WH-LAG2,PRD-0110,15,CUS-01320,PARTIAL_FILL
2024-09-18,WH-LAG1,PRD-0140,22,CUS-01955,PARTIAL_FILL
2024-09-19,WH-ABJ,PRD-0014,4,CUS-01951,STOCKOUT
2024-09-19,WH-ABJ,PRD-0085,9,CUS-02182,PARTIAL_FILL
2024-09-19,WH-ABJ,PRD-0085,5,CUS-02428,STOCKOUT
2024-09-20,WH-PHC,PRD-0128,11,CUS-01122,STOCKOUT
2024-09-20,WH-LAG1,PRD-0140,5,CUS-00384,STOCKOUT
2024-09-21,WH-PHC,PRD-0028,9,CUS-02214,STOCKOUT
2024-09-21,WH-ABJ,PRD-0076,10,CUS-02486,PARTIAL_FILL
2024-09-21,WH-LAG2,PRD-0110,4,CUS-01015,STOCKOUT
2024-09-22,WH-ABJ,PRD-0078,14,CUS-02109,STOCKOUT
2024-09-23,WH-PHC,PRD-0004,40,CUS-01422,PARTIAL_FILL
2024-09-23,WH-LAG1,PRD-0008,1,CUS-01299,PARTIAL_FILL
2024-09-23,WH-LAG2,PRD-0034,2,CUS-00360,PARTIAL_FILL
2024-09-23,WH-ABJ,PRD-0050,24,CUS-01008,PARTIAL_FILL
2024-09-23,WH-LAG1,PRD-0056,12,CUS-00624,PARTIAL_FILL
2024-09-23,WH-IBD,PRD-0056,28,CUS-01096,PARTIAL_FILL
2024-09-23,WH-PHC,PRD-0107,4,CUS-01551,PARTIAL_FILL
2024-09-24,WH-PHC,PRD-0031,9,CUS-00796,PARTIAL_FILL
2024-09-24,WH-PHC,PRD-0031,9,CUS-02187,STOCKOUT
2024-09-25,WH-PHC,PRD-0026,1,CUS-01293,PARTIAL_FILL
2024-09-25,WH-LAG2,PRD-0043,3,CUS-00068,PARTIAL_FILL
2024-09-25,WH-LAG2,PRD-0122,1,CUS-02006,PARTIAL_FILL
2024-09-26,WH-LAG2,PRD-0034,1,CUS-01632,STOCKOUT
2024-09-27,WH-PHC,PRD-0005,12,CUS-00245,STOCKOUT
2024-09-27,WH-LAG2,PRD-0043,9,CUS-01282,STOCKOUT
2024-09-27,WH-PHC,PRD-0095,5,CUS-01988,PARTIAL_FILL
2024-09-28,WH-LAG1,PRD-0056,4,CUS-01734,STOCKOUT
2024-09-28,WH-PHC,PRD-0104,6,CUS-00294,PARTIAL_FILL
2024-09-30,WH-LAG2,PRD-0009,5,CUS-02218,PARTIAL_FILL
2024-10-01,WH-LAG2,PRD-0136,2,CUS-01573,PARTIAL_FILL
2024-10-02,WH-LAG1,PRD-0034,10,CUS-01819,PARTIAL_FILL
2024-10-02,WH-ABJ,PRD-0065,9,CUS-00499,PARTIAL_FILL
2024-10-02,WH-LAG2,PRD-0099,12,CUS-00125,PARTIAL_FILL
2024-10-02,WH-ABJ,PRD-0112,2,CUS-01041,PARTIAL_FILL
2024-10-03,WH-LAG2,PRD-0050,10,CUS-00189,PARTIAL_FILL
2024-10-03,WH-LAG2,PRD-0124,1,CUS-00869,PARTIAL_FILL
2024-10-04,WH-LAG1,PRD-0008,13,CUS-01306,STOCKOUT
2024-10-04,WH-LAG2,PRD-0009,18,CUS-01902,STOCKOUT
2024-10-04,WH-ABJ,PRD-0065,8,CUS-01780,STOCKOUT
2024-10-04,WH-LAG2,PRD-0073,24,CUS-00787,PARTIAL_FILL
2024-10-04,WH-ABJ,PRD-0140,79,CUS-01899,PARTIAL_FILL
2024-10-04,WH-IBD,PRD-0163,6,CUS-00769,PARTIAL_FILL
2024-10-07,WH-LAG1,PRD-0056,6,CUS-01445,STOCKOUT
2024-10-08,WH-LAG2,PRD-0022,1,CUS-00777,PARTIAL_FILL
2024-10-08,WH-ABJ,PRD-0065,7,CUS-01677,STOCKOUT
2024-10-09,WH-IBD,PRD-0008,10,CUS-00207,PARTIAL_FILL
2024-10-09,WH-IBD,PRD-0159,7,CUS-01613,PARTIAL_FILL
2024-10-11,WH-LAG1,PRD-0006,15,CUS-00369,PARTIAL_FILL
2024-10-11,WH-ABJ,PRD-0006,8,CUS-00607,PARTIAL_FILL
2024-10-11,WH-LAG1,PRD-0020,3,CUS-02333,PARTIAL_FILL
2024-10-12,WH-LAG2,PRD-0007,6,CUS-01725,PARTIAL_FILL
2024-10-12,WH-LAG2,PRD-0007,12,CUS-00685,STOCKOUT
2024-10-14,WH-LAG1,PRD-0020,15,CUS-01886,STOCKOUT
2024-10-14,WH-PHC,PRD-0042,5,CUS-02311,PARTIAL_FILL
2024-10-15,WH-LAG1,PRD-0020,8,CUS-02016,STOCKOUT
2024-10-15,WH-IBD,PRD-0154,11,CUS-01655,PARTIAL_FILL
2024-10-16,WH-LAG2,PRD-0007,10,CUS-01452,STOCKOUT
2024-10-16,WH-LAG1,PRD-0130,13,CUS-02445,PARTIAL_FILL
2024-10-17,WH-LAG1,PRD-0020,6,CUS-01311,STOCKOUT
2024-10-17,WH-LAG2,PRD-0031,12,CUS-01570,PARTIAL_FILL
2024-10-17,WH-LAG1,PRD-0130,7,CUS-00495,STOCKOUT
2024-10-17,WH-PHC,PRD-0162,2,CUS-01021,PARTIAL_FILL
2024-10-18,WH-ABJ,PRD-0040,3,CUS-00370,STOCKOUT
2024-10-18,WH-LAG1,PRD-0045,8,CUS-00963,PARTIAL_FILL
2024-10-19,WH-ABJ,PRD-0009,2,CUS-01976,PARTIAL_FILL
2024-10-20,WH-LAG1,PRD-0045,6,CUS-00360,STOCKOUT
2024-10-21,WH-IBD,PRD-0036,8,CUS-01808,PARTIAL_FILL
2024-10-21,WH-LAG2,PRD-0112,54,CUS-00250,PARTIAL_FILL
2024-10-22,WH-IBD,PRD-0023,3,CUS-00949,STOCKOUT
2024-10-22,WH-ABJ,PRD-0042,25,CUS-01822,PARTIAL_FILL
2024-10-23,WH-ABJ,PRD-0035,3,CUS-00852,PARTIAL_FILL
2024-10-23,WH-ABJ,PRD-0035,2,CUS-01062,STOCKOUT
2024-10-24,WH-PHC,PRD-0021,11,CUS-02133,PARTIAL_FILL
2024-10-24,WH-ABJ,PRD-0035,4,CUS-00490,STOCKOUT
2024-10-25,WH-ABJ,PRD-0010,5,CUS-01149,PARTIAL_FILL
2024-10-25,WH-IBD,PRD-0054,10,CUS-01702,PARTIAL_FILL
2024-10-25,WH-IBD,PRD-0073,3,CUS-02347,PARTIAL_FILL
2024-10-25,WH-ABJ,PRD-0140,6,CUS-02442,STOCKOUT
2024-10-27,WH-PHC,PRD-0010,1,CUS-02095,PARTIAL_FILL
2024-10-27,WH-PHC,PRD-0070,6,CUS-00823,PARTIAL_FILL
2024-10-28,WH-LAG2,PRD-0036,21,CUS-01235,PARTIAL_FILL
2024-10-28,WH-LAG2,PRD-0039,1,CUS-01145,PARTIAL_FILL
2024-10-28,WH-LAG2,PRD-0039,12,CUS-01204,STOCKOUT
2024-10-30,WH-LAG2,PRD-0033,14,CUS-01952,PARTIAL_FILL
2024-10-30,WH-LAG2,PRD-0039,14,CUS-01719,STOCKOUT
2024-10-30,WH-LAG2,PRD-0100,5,CUS-01807,PARTIAL_FILL
2024-10-30,WH-ABJ,PRD-0110,3,CUS-02400,PARTIAL_FILL
2024-10-31,WH-IBD,PRD-0023,3,CUS-00972,STOCKOUT
2024-10-31,WH-IBD,PRD-0023,6,CUS-01994,STOCKOUT
2024-10-31,WH-ABJ,PRD-0071,3,CUS-00717,PARTIAL_FILL
2024-10-31,WH-LAG2,PRD-0086,9,CUS-01871,PARTIAL_FILL
2024-11-01,WH-PHC,PRD-0010,10,CUS-01769,STOCKOUT
2024-11-01,WH-ABJ,PRD-0035,4,CUS-01075,STOCKOUT
