OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,LineTotal,Notes
ORD-2024-000996,2024-07-16,CUS-01119,PRD-0057,4,"18,040","72,160",
ORD-2024-000999,2024-07-16,CUS-02063,PRD-0068,14,"16,320","228,480",
ORD-2024-001023,2024-07-16,CUS-00429,PRD-0090,11,"37,690","414,590",
ORD-2024-001024,2024-07-16,CUS-01072,PRD-0090,3,"37,690","113,070",
ORD-2024-001029,2024-07-16,CUS-00982,PRD-0100,3,"20,780","62,340",
ORD-2024-001030,2024-07-16,CUS-01252,PRD-0100,4,"20,780","83,120",
ORD-2024-001034,2024-07-16,CUS-02244,PRD-0111,4,"12,240","48,960",
ORD-2024-001043,2024-07-16,CUS-01040,PRD-0131,4,"31,140","124,560",
ORD-2024-001045,2024-07-16,CUS-01353,PRD-0138,12,"27,020","324,240",
ORD-2024-001083,2024-07-17,CUS-01198,PRD-0051,3,"43,070","129,210",
ORD-2024-001090,2024-07-17,CUS-02067,PRD-0060,6,"57,540","345,240",
ORD-2024-001094,2024-07-17,CUS-00221,PRD-0072,1,"42,600","42,600",
ORD-2024-001103,2024-07-17,CUS-01961,PRD-0090,19,"37,690","716,110",
ORD-2024-001104,2024-07-17,CUS-01918,PRD-0090,5,"37,690","188,450",
ORD-2024-001107,2024-07-17,CUS-00643,PRD-0098,13,"15,320","199,160",
ORD-2024-001112,2024-07-17,CUS-00427,PRD-0100,10,"20,780","207,800",
ORD-2024-001118,2024-07-17,CUS-00181,PRD-0122,9,"19,140","172,260",
ORD-2024-001121,2024-07-17,CUS-00627,PRD-0131,5,"31,140","155,700",
ORD-2024-001125,2024-07-17,CUS-02391,PRD-0135,27,"32,900","888,300",
ORD-2024-001126,2024-07-17,CUS-00976,PRD-0135,2,"32,900","65,800",
ORD-2024-001138,2024-07-17,CUS-02055,PRD-0156,6,"58,570","351,420",
ORD-2024-001139,2024-07-17,CUS-02178,PRD-0161,6,"32,640","195,840",
ORD-2024-001141,2024-07-17,CUS-02461,PRD-0164,8,"19,920","159,360",
ORD-2024-001147,2024-07-18,CUS-00926,PRD-0004,6,"4,490","26,940",
ORD-2024-001152,2024-07-18,CUS-01159,PRD-0025,5,"5,090","25,450",
ORD-2024-001159,2024-07-18,CUS-02119,PRD-0039,5,"14,770","73,850",
ORD-2024-001161,2024-07-18,CUS-01191,PRD-0046,17,"17,360","295,120",
ORD-2024-001162,2024-07-18,CUS-02248,PRD-0047,3,"19,060","57,180",
ORD-2024-001164,2024-07-18,CUS-00211,PRD-0059,4,"50,810","203,240",
ORD-2024-001165,2024-07-18,CUS-00283,PRD-0063,2,"15,070","30,140",
ORD-2024-001170,2024-07-18,CUS-00837,PRD-0070,8,"19,240","153,920",
ORD-2024-001171,2024-07-18,CUS-02418,PRD-0072,6,"42,600","255,600",
ORD-2024-001178,2024-07-18,CUS-00295,PRD-0083,7,"23,690","165,830",
ORD-2024-001181,2024-07-18,CUS-01122,PRD-0086,9,"28,180","253,620",
ORD-2024-001189,2024-07-18,CUS-00823,PRD-0090,4,"37,690","150,760",
ORD-2024-001215,2024-07-18,CUS-00969,PRD-0145,15,"31,800","477,000",
ORD-2024-001223,2024-07-18,CUS-01500,PRD-0151,12,"42,840","514,080",
ORD-2024-001224,2024-07-18,CUS-00767,PRD-0156,2,"58,570","117,140",
ORD-2024-001236,2024-07-19,CUS-00026,PRD-0020,10,"29,210","292,100",
ORD-2024-001240,2024-07-19,CUS-01203,PRD-0025,2,"5,090","10,180",
ORD-2024-001248,2024-07-19,CUS-00139,PRD-0047,12,"19,060","228,720",
ORD-2024-001255,2024-07-19,CUS-00809,PRD-0064,4,"36,350","145,400",
ORD-2024-001264,2024-07-19,CUS-01088,PRD-0084,5,"27,760","138,800",
ORD-2024-001269,2024-07-19,CUS-02093,PRD-0090,9,"37,690","339,210",
ORD-2024-001270,2024-07-19,CUS-00643,PRD-0090,9,"37,690","339,210",
ORD-2024-001277,2024-07-19,CUS-00023,PRD-0100,4,"20,780","83,120",
ORD-2024-001280,2024-07-19,CUS-00691,PRD-0103,7,"38,480","269,360",
ORD-2024-001287,2024-07-19,CUS-00876,PRD-0130,21,"13,600","285,600",
ORD-2024-001296,2024-07-19,CUS-01269,PRD-0151,11,"42,840","471,240",
ORD-2024-001307,2024-07-19,CUS-00198,PRD-0163,4,"27,790","111,160",
ORD-2024-001313,2024-07-20,CUS-02436,PRD-0004,10,"4,490","44,900",
ORD-2024-001314,2024-07-20,CUS-02113,PRD-0009,11,"18,390","202,290",
ORD-2024-001328,2024-07-20,CUS-01072,PRD-0077,41,"31,120","1,275,920",
ORD-2024-001332,2024-07-20,CUS-00245,PRD-0086,2,"28,180","56,360",
ORD-2024-001347,2024-07-20,CUS-01898,PRD-0108,9,"30,750","276,750",
ORD-2024-001371,2024-07-21,CUS-02272,PRD-0004,2,"4,490","8,980",
ORD-2024-001376,2024-07-21,CUS-01779,PRD-0082,8,"30,730","245,840",
ORD-2024-001398,2024-07-22,CUS-00267,PRD-0047,9,"19,060","171,540",
ORD-2024-001399,2024-07-22,CUS-01325,PRD-0048,17,"16,870","286,790",
ORD-2024-001403,2024-07-22,CUS-01283,PRD-0060,6,"57,540","345,240",
ORD-2024-001409,2024-07-22,CUS-00135,PRD-0067,9,"12,380","111,420",
ORD-2024-001418,2024-07-22,CUS-01436,PRD-0077,1,"31,120","31,120",
ORD-2024-001428,2024-07-22,CUS-01369,PRD-0090,10,"37,690","376,900",
ORD-2024-001432,2024-07-22,CUS-01163,PRD-0102,11,"17,050","187,550",
ORD-2024-001439,2024-07-22,CUS-00564,PRD-0123,8,"14,410","115,280",
ORD-2024-001459,2024-07-22,CUS-00514,PRD-0165,4,"23,380","93,520",
ORD-2024-001470,2024-07-23,CUS-01560,PRD-0039,13,"14,770","192,010",
ORD-2024-001479,2024-07-23,CUS-02214,PRD-0062,4,"17,890","71,560",
ORD-2024-001481,2024-07-23,CUS-01693,PRD-0064,8,"36,350","290,800",
ORD-2024-001483,2024-07-23,,PRD-0067,3,"12,380","37,140",
ORD-2024-001485,2024-07-23,,PRD-0070,9,"19,240","173,160",
ORD-2024-001505,2024-07-23,CUS-01709,PRD-0090,7,"37,690","263,830",
ORD-2024-001508,2024-07-23,CUS-00644,PRD-0096,4,"23,060","92,240",
ORD-2024-001514,2024-07-23,CUS-01354,PRD-0111,1,"12,240","12,240",
ORD-2024-001520,2024-07-23,CUS-00258,PRD-0125,6,"15,380","92,280",
ORD-2024-001521,2024-07-23,CUS-01247,PRD-0137,1,"27,650","27,650",
ORD-2024-001532,2024-07-23,CUS-02191,PRD-0165,10,"23,380","233,800",
ORD-2024-001536,2024-07-24,CUS-01929,PRD-0004,15,"4,490","67,350",
ORD-2024-001542,2024-07-24,CUS-00789,PRD-0019,10,"31,240","312,400",
ORD-2024-001549,2024-07-24,CUS-00473,PRD-0036,2,"20,500","41,000",
ORD-2024-001552,2024-07-24,CUS-01996,PRD-0039,14,"14,770","206,780",
ORD-2024-001553,2024-07-24,CUS-01293,PRD-0039,7,"14,770","103,390",
ORD-2024-001555,2024-07-24,CUS-02423,PRD-0045,18,"7,340","132,120",
ORD-2024-001562,2024-07-24,CUS-00523,PRD-0061,20,"16,320","326,400",
ORD-2024-001563,2024-07-24,CUS-02063,PRD-0065,9,"34,000","306,000",
ORD-2024-001568,2024-07-24,CUS-02092,PRD-0076,6,"28,050","168,300",
ORD-2024-001580,2024-07-24,CUS-01890,PRD-0090,7,"37,690","263,830",
ORD-2024-001581,2024-07-24,CUS-01840,PRD-0091,10,"27,010","270,100",
ORD-2024-001582,2024-07-24,CUS-02418,PRD-0091,7,"27,010","189,070",
ORD-2024-001586,2024-07-24,CUS-01319,PRD-0098,30,"15,320","459,600",
ORD-2024-001587,2024-07-24,CUS-00116,PRD-0098,3,"15,320","45,960",
ORD-2024-001602,2024-07-24,CUS-00410,PRD-0146,8,"34,820","278,560",
ORD-2024-001606,2024-07-24,CUS-00951,PRD-0151,30,"42,840","1,285,200",
ORD-2024-001619,2024-07-25,CUS-01804,PRD-0029,3,"11,070","33,210",
ORD-2024-001628,2024-07-25,CUS-00745,PRD-0057,4,"18,040","72,160",
ORD-2024-001646,2024-07-25,CUS-01196,PRD-0091,10,"27,010","270,100",
ORD-2024-001649,2024-07-25,CUS-02081,PRD-0098,4,"15,320","61,280",
ORD-2024-001652,2024-07-25,CUS-01802,PRD-0100,4,"20,780","83,120",
ORD-2024-001661,2024-07-25,CUS-00758,PRD-0121,5,"26,430","132,150",
ORD-2024-001665,2024-07-25,CUS-01055,PRD-0125,9,"15,380","138,420",
ORD-2024-001666,2024-07-25,CUS-00770,PRD-0125,4,"15,380","61,520",
ORD-2024-001672,2024-07-25,CUS-01756,PRD-0155,13,"65,880","856,440",
ORD-2024-001673,2024-07-25,CUS-00531,PRD-0158,3,"33,720","101,160",
ORD-2024-001676,2024-07-25,CUS-01831,PRD-0160,14,"32,940","461,160",
ORD-2024-001677,2024-07-25,CUS-02261,PRD-0161,13,"32,640","424,320",
ORD-2024-001684,2024-07-26,CUS-00284,PRD-0017,9,"39,680","357,120",
ORD-2024-001686,2024-07-26,CUS-01659,PRD-0022,8,"11,680","93,440",
ORD-2024-001704,2024-07-26,CUS-02248,PRD-0064,6,"36,350","218,100",
ORD-2024-001724,2024-07-26,CUS-01456,PRD-0098,6,"15,320","91,920",
ORD-2024-001733,2024-07-26,CUS-01450,PRD-0118,5,"23,110","115,550",
ORD-2024-001737,2024-07-26,CUS-02451,PRD-0125,9,"15,380","138,420",
ORD-2024-001743,2024-07-26,CUS-01169,PRD-0135,8,"32,900","263,200",
ORD-2024-001745,2024-07-26,CUS-00390,PRD-0141,6,"38,600","231,600",
ORD-2024-001747,2024-07-26,CUS-01802,PRD-0145,14,"31,800","445,200",
ORD-2024-001755,2024-07-26,CUS-00022,PRD-0161,1,"32,640","32,640",
ORD-2024-001761,2024-07-27,CUS-01765,PRD-0001,9,"4,970","44,730",
ORD-2024-001764,2024-07-27,CUS-00097,PRD-0013,8,"11,970","95,760",
ORD-2024-001767,2024-07-27,CUS-01581,PRD-0023,6,"16,940","101,640",
ORD-2024-001770,2024-07-27,CUS-01021,PRD-0045,16,"7,340","117,440",
ORD-2024-001771,2024-07-27,CUS-00455,PRD-0048,4,"16,870","67,480",
ORD-2024-001772,2024-07-27,CUS-00427,PRD-0062,5,"17,890","89,450",
ORD-2024-001774,2024-07-27,CUS-01169,PRD-0075,11,"34,020","374,220",
ORD-2024-001779,2024-07-27,CUS-01173,PRD-0086,16,"28,180","450,880",
ORD-2024-001786,2024-07-27,CUS-00745,PRD-0098,9,"15,320","137,880",
ORD-2024-001791,2024-07-27,CUS-00035,PRD-0108,6,"30,750","184,500",
ORD-2024-001792,2024-07-27,CUS-01872,PRD-0109,33,"30,700","1,013,100",
ORD-2024-001801,2024-07-27,CUS-01293,PRD-0125,8,"15,380","123,040",
ORD-2024-001806,2024-07-27,CUS-01058,PRD-0135,7,"32,900","230,300",
ORD-2024-001819,2024-07-28,CUS-02343,PRD-0011,16,"17,170","274,720",
ORD-2024-001832,2024-07-28,CUS-01007,PRD-0083,15,"23,690","355,350",
ORD-2024-001833,2024-07-28,CUS-01237,PRD-0085,2,"32,580","65,160",
ORD-2024-001839,2024-07-28,CUS-02115,PRD-0100,2,"20,780","41,560",
ORD-2024-001847,2024-07-28,CUS-00023,PRD-0161,3,"32,640","97,920",
ORD-2024-001864,2024-07-29,CUS-00788,PRD-0076,6,"28,050","168,300",
ORD-2024-001869,2024-07-29,CUS-02355,PRD-0080,4,"23,900","95,600",
ORD-2024-001872,2024-07-29,CUS-02214,PRD-0084,8,"27,760","222,080",
ORD-2024-001887,2024-07-29,CUS-00373,PRD-0090,7,"37,690","263,830",
ORD-2024-001909,2024-07-29,CUS-02339,PRD-0130,1,"13,600","13,600",
ORD-2024-001912,2024-07-29,CUS-00748,PRD-0135,5,"32,900","164,500",
ORD-2024-001922,2024-07-29,CUS-02355,PRD-0151,15,"42,840","642,600",
ORD-2024-001929,2024-07-30,CUS-01347,PRD-0004,24,"4,490","107,760",
ORD-2024-001945,2024-07-30,CUS-01817,PRD-0058,13,"17,980","233,740",
ORD-2024-001950,2024-07-30,CUS-00272,PRD-0060,7,"57,540","402,780",
ORD-2024-001951,2024-07-30,CUS-02290,PRD-0061,6,"16,320","97,920",
ORD-2024-001956,2024-07-30,CUS-02328,PRD-0065,17,"34,000","578,000",
ORD-2024-001961,2024-07-30,CUS-01203,PRD-0074,15,"38,390","575,850",
ORD-2024-001963,2024-07-30,CUS-01763,PRD-0076,5,"28,050","140,250",
ORD-2024-001966,2024-07-30,CUS-01821,PRD-0080,4,"23,900","95,600",
ORD-2024-001970,2024-07-30,CUS-01805,PRD-0085,7,"32,580","228,060",
ORD-2024-001971,2024-07-30,CUS-00488,PRD-0085,1,"32,580","32,580",
ORD-2024-001982,2024-07-30,CUS-01477,PRD-0093,11,"23,080","253,880",
ORD-2024-001986,2024-07-30,CUS-00471,PRD-0100,16,"20,780","332,480",
