OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,LineTotal
ORD-2024-000362,05-Jul-24,CUS-01647,PRD-0149,6,45880,275280
ORD-2024-000367,05-Jul-24,CUS-01413,PRD-0151,8,42840,342720
ORD-2024-000373,05-Jul-24,CUS-01636,PRD-0160,1,32940,32940
ORD-2024-000377,05-Jul-24,CUS-00688,PRD-0161,9,32640,293760
ORD-2024-000378,05-Jul-24,CUS-02486,PRD-0165,7,23380,163660
ORD-2024-000392,06-Jul-24,CUS-02406,PRD-0057,27,18040,487080
ORD-2024-000398,06-Jul-24,CUS-00416,PRD-0067,2,12380,24760
ORD-2024-000406,06-Jul-24,CUS-00011,PRD-0086,6,28180,169080
ORD-2024-000413,06-Jul-24,CUS-01152,PRD-0090,3,37690,113070
ORD-2024-000416,06-Jul-24,CUS-01691,PRD-0100,6,20780,124680
ORD-2024-000418,06-Jul-24,CUS-00137,PRD-0109,8,30700,245600
ORD-2024-000419,06-Jul-24,CUS-01182,PRD-0117,2,17520,35040
ORD-2024-000423,06-Jul-24,CUS-02020,PRD-0124,12,8790,105480
ORD-2024-000425,06-Jul-24,CUS-01976,PRD-0136,8,54950,439600
ORD-2024-000428,06-Jul-24,CUS-00350,PRD-0150,13,47850,622050
ORD-2024-000432,06-Jul-24,CUS-00156,PRD-0156,8,58570,468560
ORD-2024-000437,06-Jul-24,CUS-01154,PRD-0162,1,28900,28900
ORD-2024-000449,07-Jul-24,CUS-02400,PRD-0077,5,31120,155600
ORD-2024-000451,07-Jul-24,CUS-02222,PRD-0090,2,37690,75380
ORD-2024-000452,07-Jul-24,CUS-00915,PRD-0090,10,37690,376900
ORD-2024-000454,07-Jul-24,CUS-01579,PRD-0108,19,30750,584250
ORD-2024-000477,08-Jul-24,CUS-01044,PRD-0077,5,31120,155600
ORD-2024-000485,08-Jul-24,CUS-01223,PRD-0088,6,15290,91740
ORD-2024-000513,08-Jul-24,CUS-00438,PRD-0125,11,15380,169180
ORD-2024-000514,08-Jul-24,CUS-01508,PRD-0125,6,15380,92280
ORD-2024-000527,08-Jul-24,CUS-00532,PRD-0151,5,42840,214200
ORD-2024-000530,08-Jul-24,CUS-02239,PRD-0156,11,58570,644270
ORD-2024-000533,08-Jul-24,CUS-01896,PRD-0160,4,32940,131760
ORD-2024-000538,08-Jul-24,CUS-01099,PRD-0166,4,25650,102600
ORD-2024-000543,09-Jul-24,CUS-00746,PRD-0006,1,3060,3060
ORD-2024-000544,09-Jul-24,CUS-00262,PRD-0007,6,17070,102420
ORD-2024-000547,09-Jul-24,CUS-01790,PRD-0016,5,42680,213400
ORD-2024-000549,09-Jul-24,CUS-00821,PRD-0024,5,9800,49000
ORD-2024-000568,09-Jul-24,CUS-01987,PRD-0090,3,37690,113070
ORD-2024-000569,09-Jul-24,CUS-00651,PRD-0090,15,37690,565350
ORD-2024-000575,09-Jul-24,CUS-01766,PRD-0101,3,22590,67770
ORD-2024-000597,09-Jul-24,CUS-00887,PRD-0150,1,47850,47850
ORD-2024-000602,09-Jul-24,CUS-00073,PRD-0157,1,24810,24810
ORD-2024-000606,09-Jul-24,CUS-01528,PRD-0170,4,17370,69480
ORD-2024-000609,10-Jul-24,CUS-01683,PRD-0008,11,16360,179960
ORD-2024-000612,10-Jul-24,CUS-02275,PRD-0039,18,14770,265860
ORD-2024-000618,10-Jul-24,CUS-00915,PRD-0057,14,18040,252560
ORD-2024-000629,10-Jul-24,CUS-00055,PRD-0065,6,34000,204000
ORD-2024-000634,10-Jul-24,CUS-00962,PRD-0079,6,46870,281220
ORD-2024-000635,10-Jul-24,CUS-02323,PRD-0083,23,23690,544870
ORD-2024-000637,10-Jul-24,CUS-00184,PRD-0086,32,28180,901760
ORD-2024-000643,10-Jul-24,CUS-01388,PRD-0090,11,37690,414590
ORD-2024-000644,10-Jul-24,CUS-00833,PRD-0090,7,37690,263830
ORD-2024-000647,10-Jul-24,CUS-00299,PRD-0093,28,23080,646240
ORD-2024-000652,10-Jul-24,CUS-00074,PRD-0113,18,10420,187560
ORD-2024-000658,10-Jul-24,CUS-01112,PRD-0125,4,15380,61520
ORD-2024-000660,10-Jul-24,CUS-02245,PRD-0135,9,32900,296100
ORD-2024-000668,10-Jul-24,CUS-01579,PRD-0151,2,42840,85680
ORD-2024-000668,10-Jul-24,CUS-01579,PRD-0151,2,42840,85680
ORD-2024-000669,10-Jul-24,CUS-01950,PRD-0151,16,42840,685440
ORD-2024-000670,10-Jul-24,CUS-02154,PRD-0151,14,42840,599760
ORD-2024-000673,10-Jul-24,CUS-00705,PRD-0156,6,58570,351420
ORD-2024-000674,10-Jul-24,CUS-01070,PRD-0156,12,58570,702840
ORD-2024-000675,10-Jul-24,CUS-01497,PRD-0160,9,32940,296460
ORD-2024-000676,10-Jul-24,CUS-02104,PRD-0160,4,32940,131760
ORD-2024-000680,10-Jul-24,CUS-00852,PRD-0166,3,25650,76950
ORD-2024-000686,11-Jul-24,CUS-01465,PRD-0010,7,16050,112350
ORD-2024-000690,11-Jul-24,CUS-00490,PRD-0033,19,11040,209760
ORD-2024-000692,11-Jul-24,CUS-00870,PRD-0041,2,6830,13660
ORD-2024-000697,11-Jul-24,CUS-00011,PRD-0065,45,34000,1530000
ORD-2024-000712,11-Jul-24,CUS-00775,PRD-0090,14,37690,527660
ORD-2024-000716,11-Jul-24,CUS-02428,PRD-0098,11,15320,168520
ORD-2024-000724,11-Jul-24,CUS-02325,PRD-0121,3,26430,79290
ORD-2024-000734,11-Jul-24,CUS-02219,PRD-0156,11,58570,644270
ORD-2024-000736,11-Jul-24,CUS-00527,PRD-0161,13,32640,424320
ORD-2024-000737,11-Jul-24,CUS-01911,PRD-0163,2,27790,55580
ORD-2024-000745,12-Jul-24,CUS-01677,PRD-0018,48,62570,3003360
ORD-2024-000746,12-Jul-24,CUS-01740,PRD-0019,8,31240,249920
ORD-2024-000752,12-Jul-24,CUS-02367,PRD-0035,11,13660,150260
ORD-2024-000778,12-Jul-24,CUS-02373,PRD-0090,4,37690,150760
ORD-2024-000788,12-Jul-24,CUS-00667,PRD-0108,8,30750,246000
ORD-2024-000797,12-Jul-24,CUS-01340,PRD-0121,6,26430,158580
ORD-2024-000803,12-Jul-24,CUS-00762,PRD-0125,2,15380,30760
ORD-2024-000805,12-Jul-24,CUS-00870,PRD-0126,9,29270,263430
ORD-2024-000817,12-Jul-24,CUS-02406,PRD-0151,2,42840,85680
ORD-2024-000818,12-Jul-24,CUS-00255,PRD-0151,2,42840,85680
ORD-2024-000819,12-Jul-24,CUS-01694,PRD-0151,5,42840,214200
ORD-2024-000820,12-Jul-24,CUS-01936,PRD-0154,1,42470,42470
ORD-2024-000827,12-Jul-24,CUS-00727,PRD-0161,18,32640,587520
ORD-2024-000829,13-Jul-24,CUS-01467,PRD-0015,9,8500,76500
ORD-2024-000842,13-Jul-24,CUS-00105,PRD-0064,17,36350,617950
ORD-2024-000853,13-Jul-24,CUS-00575,PRD-0084,6,27760,166560
ORD-2024-000862,13-Jul-24,CUS-01338,PRD-0108,9,30750,276750
ORD-2024-000868,13-Jul-24,CUS-01020,PRD-0122,7,19140,133980
ORD-2024-000877,14-Jul-24,CUS-00440,PRD-0033,7,11040,77280
ORD-2024-000885,14-Jul-24,CUS-01152,PRD-0081,4,42190,168760
ORD-2024-000890,14-Jul-24,CUS-00512,PRD-0123,31,14410,446710
ORD-2024-000909,15-Jul-24,CUS-00233,PRD-0035,8,13660,109280
ORD-2024-000910,15-Jul-24,CUS-00619,PRD-0035,9,13660,122940
ORD-2024-000913,15-Jul-24,CUS-00011,PRD-0046,7,17360,121520
ORD-2024-000914,15-Jul-24,CUS-02215,PRD-0049,13,18190,236470
ORD-2024-000915,15-Jul-24,CUS-02203,PRD-0049,12,18190,218280
ORD-2024-000916,15-Jul-24,CUS-01677,PRD-0052,10,43630,436300
ORD-2024-000917,15-Jul-24,CUS-01486,PRD-0057,8,18040,144320
ORD-2024-000921,15-Jul-24,CUS-00008,PRD-0061,11,16320,179520
ORD-2024-000924,15-Jul-24,CUS-02479,PRD-0076,1,28050,28050
ORD-2024-000930,15-Jul-24,CUS-00527,PRD-0086,6,28180,169080
ORD-2024-000941,15-Jul-24,CUS-01627,PRD-0090,5,37690,188450
ORD-2024-000946,15-Jul-24,CUS-00679,PRD-0100,25,20780,519500
ORD-2024-000950,15-Jul-24,CUS-00333,PRD-0108,15,30750,461250
ORD-2024-000964,15-Jul-24,CUS-01812,PRD-0161,9,32640,293760
ORD-2024-000969,15-Jul-24,CUS-00178,PRD-0165,20,23380,467600
ORD-2024-000971,15-Jul-24,CUS-01755,PRD-0166,7,25650,179550
ORD-2024-000975,16-Jul-24,CUS-01816,PRD-0004,14,4490,62860
ORD-2024-000979,16-Jul-24,CUS-00674,PRD-0012,19,18410,349790
ORD-2024-000981,16-Jul-24,CUS-02183,PRD-0023,3,16940,50820
ORD-2024-000985,16-Jul-24,CUS-01197,PRD-0027,3,4920,14760
ORD-2024-000990,16-Jul-24,CUS-02439,PRD-0051,13,43070,559910
ORD-2024-000991,16-Jul-24,CUS-00416,PRD-0051,8,43070,344560
ORD-2024-000995,16-Jul-24,CUS-00124,PRD-0057,3,18040,54120
ORD-2024-001006,16-Jul-24,CUS-01557,PRD-0080,7,23900,167300
ORD-2024-001007,16-Jul-24,CUS-00603,PRD-0080,1,23900,23900
ORD-2024-001022,16-Jul-24,CUS-00525,PRD-0090,11,37690,414590
ORD-2024-001028,16-Jul-24,CUS-00291,PRD-0100,2,20780,41560
ORD-2024-001056,16-Jul-24,CUS-01911,PRD-0151,27,42840,1156680
ORD-2024-001057,16-Jul-24,CUS-02367,PRD-0151,7,42840,299880
ORD-2024-001065,16-Jul-24,CUS-01337,PRD-0169,23,15310,352130
ORD-2024-001068,17-Jul-24,CUS-02457,PRD-0004,21,4490,94290
ORD-2024-001070,17-Jul-24,CUS-01712,PRD-0014,10,13790,137900
ORD-2024-001072,17-Jul-24,CUS-00180,PRD-0018,4,62570,250280
ORD-2024-001073,17-Jul-24,CUS-01357,PRD-0020,4,29210,116840
ORD-2024-001078,17-Jul-24,CUS-01827,PRD-0041,6,6830,40980
ORD-2024-001079,17-Jul-24,CUS-00459,PRD-0045,9,7340,66060
ORD-2024-001089,17-Jul-24,CUS-01647,PRD-0057,16,18040,288640
ORD-2024-001098,17-Jul-24,CUS-01936,PRD-0083,7,23690,165830
ORD-2024-001102,17-Jul-24,CUS-00331,PRD-0090,3,37690,113070
ORD-2024-001106,17-Jul-24,CUS-01225,PRD-0093,2,23080,46160
ORD-2024-001137,17-Jul-24,CUS-01420,PRD-0154,12,42470,509640
ORD-2024-001140,17-Jul-24,CUS-02035,PRD-0164,9,19920,179280
ORD-2024-001145,18-Jul-24,CUS-01168,PRD-0004,3,4490,13470
ORD-2024-001146,18-Jul-24,CUS-01762,PRD-0004,13,4490,58370
ORD-2024-001154,18-Jul-24,CUS-01820,PRD-0031,5,36660,183300
ORD-2024-001176,18-Jul-24,CUS-00340,PRD-0080,10,23900,239000
ORD-2024-001186,18-Jul-24,CUS-01004,PRD-0090,9,37690,339210
ORD-2024-001187,18-Jul-24,CUS-01259,PRD-0090,2,37690,75380
ORD-2024-001188,18-Jul-24,CUS-01781,PRD-0090,6,37690,226140
ORD-2024-001190,18-Jul-24,CUS-00592,PRD-0091,7,27010,189070
ORD-2024-001193,18-Jul-24,CUS-00451,PRD-0098,5,15320,76600
ORD-2024-001196,18-Jul-24,CUS-00052,PRD-0100,18,20780,374040
ORD-2024-001197,18-Jul-24,CUS-02109,PRD-0100,7,20780,145460
ORD-2024-001208,18-Jul-24,CUS-01393,PRD-0130,12,13600,163200
ORD-2024-001210,18-Jul-24,CUS-01723,PRD-0143,4,48640,194560
ORD-2024-001211,18-Jul-24,CUS-00340,PRD-0143,4,48640,194560
ORD-2024-001222,18-Jul-24,CUS-00394,PRD-0151,5,42840,214200
ORD-2024-001231,18-Jul-24,CUS-02071,PRD-0166,12,25650,307800
ORD-2024-001235,19-Jul-24,CUS-01242,PRD-0007,21,17070,358470
ORD-2024-001237,19-Jul-24,CUS-00066,PRD-0022,6,11680,70080
ORD-2024-001239,19-Jul-24,CUS-02182,PRD-0025,13,5090,66170
ORD-2024-001242,19-Jul-24,CUS-01814,PRD-0028,11,4910,54010
ORD-2024-001253,19-Jul-24,CUS-02134,PRD-0061,5,16320,81600
ORD-2024-001256,19-Jul-24,CUS-02094,PRD-0066,6,51920,311520
ORD-2024-001279,19-Jul-24,CUS-00614,PRD-0102,6,17050,102300
ORD-2024-001288,19-Jul-24,CUS-02258,PRD-0139,7,33360,233520
ORD-2024-001293,19-Jul-24,CUS-01579,PRD-0148,3,27270,81810
ORD-2024-001295,19-Jul-24,CUS-01036,PRD-0151,4,42840,171360
ORD-2024-001303,19-Jul-24,CUS-00237,PRD-0161,2,32640,65280
ORD-2024-001304,19-Jul-24,CUS-01893,PRD-0161,3,32640,97920
ORD-2024-001305,19-Jul-24,CUS-02483,PRD-0161,30,32640,979200
ORD-2024-001311,19-Jul-24,CUS-01964,PRD-0166,30,25650,769500
ORD-2024-001318,20-Jul-24,CUS-00099,PRD-0028,6,4910,29460
ORD-2024-001339,20-Jul-24,CUS-01324,PRD-0090,7,37690,263830
ORD-2024-001340,20-Jul-24,CUS-00973,PRD-0090,5,37690,188450
ORD-2024-001341,20-Jul-24,CUS-02245,PRD-0090,1,37690,37690
ORD-2024-001342,20-Jul-24,CUS-00370,PRD-0090,8,37690,301520
ORD-2024-001343,20-Jul-24,CUS-02472,PRD-0098,10,15320,153200
ORD-2024-001351,20-Jul-24,CUS-00614,PRD-0121,21,26430,555030
ORD-2024-001357,20-Jul-24,CUS-00607,PRD-0131,6,31140,186840
ORD-2024-001358,20-Jul-24,CUS-01723,PRD-0138,14,27020,378280
ORD-2024-001361,20-Jul-24,CUS-00713,PRD-0151,11,42840,471240
ORD-2024-001367,20-Jul-24,CUS-01279,PRD-0161,7,32640,228480
ORD-2024-001369,20-Jul-24,CUS-01223,PRD-0164,6,19920,119520
ORD-2024-001370,21-Jul-24,CUS-00444,PRD-0004,6,4490,26940
ORD-2024-001374,21-Jul-24,CUS-01966,PRD-0064,10,36350,363500
ORD-2024-001383,21-Jul-24,CUS-01246,PRD-0132,1,38360,38360
ORD-2024-001386,21-Jul-24,CUS-00847,PRD-0170,24,17370,416880
ORD-2024-001389,22-Jul-24,CUS-00224,PRD-0007,17,17070,290190
ORD-2024-001394,22-Jul-24,CUS-01395,PRD-0020,6,29210,175260
ORD-2024-001405,22-Jul-24,CUS-02464,PRD-0061,15,16320,244800
ORD-2024-001411,22-Jul-24,CUS-00741,PRD-0068,6,16320,97920
ORD-2024-001420,22-Jul-24,CUS-01218,PRD-0078,5,33720,168600
ORD-2024-001426,22-Jul-24,CUS-00525,PRD-0090,10,37690,376900
ORD-2024-001427,22-Jul-24,CUS-01964,PRD-0090,14,37690,527660
ORD-2024-001431,22-Jul-24,CUS-01138,PRD-0100,19,20780,394820
ORD-2024-001433,22-Jul-24,CUS-02439,PRD-0108,9,30750,276750
ORD-2024-001437,22-Jul-24,CUS-01052,PRD-0122,26,19140,497640
ORD-2024-001443,22-Jul-24,CUS-02012,PRD-0139,11,33360,366960
ORD-2024-001451,22-Jul-24,CUS-00818,PRD-0153,4,24220,96880
ORD-2024-001455,22-Jul-24,CUS-01893,PRD-0160,9,32940,296460
ORD-2024-001456,22-Jul-24,CUS-02497,PRD-0160,7,32940,230580
ORD-2024-001458,22-Jul-24,CUS-02249,PRD-0161,4,32640,130560
ORD-2024-001463,23-Jul-24,CUS-01728,PRD-0016,3,42680,128040
ORD-2024-001466,23-Jul-24,CUS-00793,PRD-0035,3,13660,40980
ORD-2024-001467,23-Jul-24,CUS-01070,PRD-0035,5,13660,68300
ORD-2024-001468,23-Jul-24,CUS-01744,PRD-0035,5,13660,68300
ORD-2024-001474,23-Jul-24,CUS-00571,PRD-0051,8,43070,344560
ORD-2024-001492,23-Jul-24,CUS-02201,PRD-0084,6,27760,166560
ORD-2024-001503,23-Jul-24,CUS-02379,PRD-0090,2,37690,75380
ORD-2024-001504,23-Jul-24,CUS-02287,PRD-0090,7,37690,263830
ORD-2024-001511,23-Jul-24,CUS-01809,PRD-0100,7,20780,145460
ORD-2024-001512,23-Jul-24,CUS-00944,PRD-0100,14,20780,290920
ORD-2024-001516,23-Jul-24,CUS-02158,PRD-0120,13,14740,191620
ORD-2024-001518,23-Jul-24,CUS-02384,PRD-0124,2,8790,17580
ORD-2024-001526,23-Jul-24,CUS-01150,PRD-0151,4,42840,171360
ORD-2024-001537,24-Jul-24,CUS-01627,PRD-0005,1,3110,3110
ORD-2024-001543,24-Jul-24,CUS-02007,PRD-0020,6,29210,175260
ORD-2024-001545,24-Jul-24,CUS-01305,PRD-0028,5,4910,24550
ORD-2024-001550,24-Jul-24,CUS-01977,PRD-0037,11,25650,282150
ORD-2024-001561,24-Jul-24,CUS-00545,PRD-0061,10,16320,163200
ORD-2024-001565,24-Jul-24,CUS-00714,PRD-0068,2,16320,32640
ORD-2024-001572,24-Jul-24,CUS-01911,PRD-0081,2,42190,84380
ORD-2024-001588,24-Jul-24,CUS-02205,PRD-0100,6,20780,124680
ORD-2024-001594,24-Jul-24,CUS-01067,PRD-0120,11,14740,162140
ORD-2024-001596,24-Jul-24,CUS-00045,PRD-0123,12,14410,172920
ORD-2024-001604,24-Jul-24,CUS-01650,PRD-0151,3,42840,128520
ORD-2024-001605,24-Jul-24,CUS-01155,PRD-0151,7,42840,299880
ORD-2024-001608,24-Jul-24,CUS-00663,PRD-0160,4,32940,131760
ORD-2024-001623,25-Jul-24,CUS-01822,PRD-0044,5,8810,44050
ORD-2024-001626,25-Jul-24,CUS-02027,PRD-0055,8,16990,135920
ORD-2024-001636,25-Jul-24,CUS-01388,PRD-0083,7,23690,165830
ORD-2024-001638,25-Jul-24,CUS-01667,PRD-0086,3,28180,84540
ORD-2024-001639,25-Jul-24,CUS-00806,PRD-0086,4,28180,112720
ORD-2024-001644,25-Jul-24,CUS-01272,PRD-0090,3,37690,113070
ORD-2024-001648,25-Jul-24,CUS-00011,PRD-0098,7,15320,107240
ORD-2024-001657,25-Jul-24,CUS-00482,PRD-0118,19,23110,439090
ORD-2024-001660,25-Jul-24,CUS-02225,PRD-0121,2,26430,52860
ORD-2024-001675,25-Jul-24,CUS-01497,PRD-0160,3,32940,98820
ORD-2024-001683,26-Jul-24,CUS-01992,PRD-0013,12,11970,143640
ORD-2024-001687,26-Jul-24,CUS-01041,PRD-0025,16,5090,81440
ORD-2024-001688,26-Jul-24,CUS-00084,PRD-0028,8,4910,39280
ORD-2024-001693,26-Jul-24,CUS-02195,PRD-0037,4,25650,102600
ORD-2024-001698,26-Jul-24,CUS-02021,PRD-0045,11,7340,80740
ORD-2024-001707,26-Jul-24,CUS-00544,PRD-0067,17,12380,210460
ORD-2024-001711,26-Jul-24,CUS-00778,PRD-0074,45,38390,1727550
ORD-2024-001715,26-Jul-24,CUS-00636,PRD-0077,8,31120,248960
ORD-2024-001717,26-Jul-24,CUS-01824,PRD-0086,8,28180,225440
ORD-2024-001728,26-Jul-24,CUS-01694,PRD-0103,9,38480,346320
ORD-2024-001734,26-Jul-24,CUS-01622,PRD-0120,10,14740,147400
ORD-2024-001744,26-Jul-24,CUS-01627,PRD-0141,4,38600,154400
ORD-2024-001750,26-Jul-24,CUS-02439,PRD-0150,6,47850,287100
ORD-2024-001751,26-Jul-24,CUS-00870,PRD-0151,26,42840,1113840
ORD-2024-001752,26-Jul-24,CUS-00886,PRD-0151,12,42840,514080
ORD-2024-001758,26-Jul-24,CUS-00212,PRD-0164,2,19920,39840
ORD-2024-001759,26-Jul-24,CUS-02409,PRD-0165,6,23380,140280
ORD-2024-001769,27-Jul-24,CUS-02382,PRD-0034,8,15350,122800
ORD-2024-001782,27-Jul-24,CUS-00388,PRD-0090,6,37690,226140
ORD-2024-001783,27-Jul-24,CUS-01947,PRD-0091,6,27010,162060
ORD-2024-001789,27-Jul-24,CUS-02292,PRD-0101,10,22590,225900
ORD-2024-001790,27-Jul-24,CUS-00090,PRD-0102,28,17050,477400
ORD-2024-001802,27-Jul-24,CUS-00667,PRD-0131,3,31140,93420
ORD-2024-001808,27-Jul-24,CUS-00275,PRD-0144,3,31990,95970
ORD-2024-001814,27-Jul-24,CUS-00318,PRD-0157,11,24810,272910
ORD-2024-001822,28-Jul-24,CUS-00541,PRD-0018,7,62570,437990
ORD-2024-001830,28-Jul-24,CUS-01741,PRD-0082,7,30730,215110
ORD-2024-001834,28-Jul-24,CUS-02459,PRD-0086,18,28180,507240
ORD-2024-001838,28-Jul-24,CUS-00932,PRD-0098,6,15320,91920
ORD-2024-001842,28-Jul-24,CUS-01827,PRD-0125,3,15380,46140
ORD-2024-001843,28-Jul-24,CUS-02084,PRD-0149,4,45880,183520
ORD-2024-001850,29-Jul-24,CUS-01124,PRD-0007,8,17070,136560
ORD-2024-001853,29-Jul-24,CUS-01514,PRD-0031,16,36660,586560
ORD-2024-001861,29-Jul-24,CUS-00528,PRD-0064,7,36350,254450
ORD-2024-001874,29-Jul-24,CUS-01574,PRD-0089,5,13010,65050
ORD-2024-001885,29-Jul-24,CUS-00057,PRD-0090,14,37690,527660
ORD-2024-001886,29-Jul-24,CUS-01102,PRD-0090,10,37690,376900
ORD-2024-001888,29-Jul-24,CUS-00381,PRD-0091,7,27010,189070
ORD-2024-001891,29-Jul-24,CUS-01108,PRD-0100,2,20780,41560
ORD-2024-001895,29-Jul-24,CUS-02490,PRD-0105,6,41060,246360
ORD-2024-001911,29-Jul-24,CUS-00548,PRD-0135,6,32900,197400
ORD-2024-001921,29-Jul-24,CUS-01567,PRD-0151,24,42840,1028160
ORD-2024-001925,29-Jul-24,CUS-00821,PRD-0156,6,58570,351420
ORD-2024-001926,29-Jul-24,CUS-02406,PRD-0160,10,32940,329400
ORD-2024-001931,30-Jul-24,CUS-01270,PRD-0016,5,42680,213400
ORD-2024-001942,30-Jul-24,CUS-00858,PRD-0037,14,25650,359100
ORD-2024-001954,30-Jul-24,CUS-00274,PRD-0064,19,36350,690650
ORD-2024-001958,30-Jul-24,CUS-01977,PRD-0068,4,16320,65280
